objid,ra,dec,u,g,r,i,z
1237659330853863862,250.34864805,36.52586841,19.474913,18.370867,18.019913,18.230183,18.151312
1237659330853863843,250.35816573,36.5341263,18.837492,25.114397,24.802052,18.494265,22.82692
1237659330853863819,250.34907038,36.52978264,17.377323,16.021368,15.45772,15.182381,15.045609
1237659330853863884,250.39263113,36.55369732,19.289579,18.260525,17.911324,17.854761,17.765148
1237659330853863886,250.36010147,36.53716288,19.498085,18.498749,18.218111,18.152441,18.063696
1237655471822471533,250.37403371,36.55757064,19.438478,18.45726,18.162153,18.035305,18.068914
1237655471822471560,250.37735134,36.55893148,19.702433,25.114393,24.802044,24.361818,22.826916
1237659330853863827,250.35817169,36.5459277,18.288193,17.030901,16.481295,16.219023,16.080193
1237659330853863839,250.3670642,36.55460587,17.56848,25.114395,24.802052,24.361818,22.826918
1237659330853863840,250.33838958,36.53658658,18.368185,17.135296,16.665855,16.439266,16.28076
1237659330853863871,250.37033839,36.54861525,19.396975,18.335625,17.922876,17.841568,17.69948
1237659330853863887,250.38247148,36.55666963,19.569788,18.494919,18.172441,18.146301,17.987263
1237655471822471510,250.377566,36.56054556,18.278439,16.978333,16.463705,16.264643,16.163017
1237655471822471521,250.39169682,36.57049137,18.705082,17.614388,17.183708,17.015558,16.948999
1237655471822471527,250.3931449,36.56767324,19.221773,18.225821,17.920057,17.775963,17.713888
1237655471822471529,250.38666061,36.57075378,19.226763,18.201994,17.873117,17.736332,17.735443
1237655471822471550,250.38759876,36.57239607,20.931608,19.030672,18.334715,18.083426,17.997593
1237655471822471555,250.39963236,36.57154423,19.62314,18.673109,18.425085,18.321381,18.352749
1237659330853863820,250.34687353,36.54903835,17.594744,16.245634,15.703146,15.455793,15.314857
1237659330853863824,250.35535689,36.55999404,17.967684,16.590904,16.048792,15.782925,15.631633
1237659330853863829,250.33125538,36.54553851,21.293468,17.934174,16.598379,16.037216,15.707492
1237659330853863834,250.40667162,36.57293581,18.142797,16.957245,16.457569,16.235144,16.078516
1237659330853863844,250.40718894,36.56713578,18.582067,17.381289,16.90662,16.711025,16.552725
1237659330853863860,250.33941614,36.54240469,18.930426,18.364244,17.963867,17.86491,22.826902
1237659330853863865,250.39380653,36.5632013,19.536713,18.213278,17.63665,17.449829,17.250305
1237659330853863876,250.33545644,36.5394299,19.01923,18.843159,24.80205,24.361818,22.826918
1237659330853863885,250.4112701,36.56721555,19.443062,18.841776,24.802057,24.361826,17.378624
1237655471822471502,250.36375878,36.56581352,16.360378,15.427368,15.702823,15.912836,16.052214
1237655471822471503,250.36260561,36.56603378,17.718752,16.354071,15.815918,15.584847,15.501625
1237655471822471506,250.36246957,36.57001353,17.996214,16.703875,16.182711,15.96755,15.873957
1237655471822471508,250.3954057,36.57595542,18.288389,16.796293,16.275486,16.098726,16.065163
1237655471822471511,250.39316123,36.58144241,18.243214,16.983738,16.500761,16.254532,16.172333
1237655471822471518,250.37389809,36.56962604,19.125481,17.549402,16.984848,16.767582,16.688601
1237655471822471535,250.3806382,36.57295648,19.393585,18.408983,18.140427,18.058395,18.084869
1237655471822471540,250.39872458,36.58148381,19.449572,18.456173,18.202497,18.091728,18.128273
1237655471822471545,250.3793714,36.57049556,19.470535,18.464554,18.327972,18.325039,18.431801
1237655471822471547,250.41991585,36.58265371,19.521294,18.598309,18.360456,18.241203,18.565079
1237655471822471557,250.37221985,36.57034652,19.811449,18.790337,18.562931,18.454361,18.491119
1237655471822471558,250.39792202,36.57668367,19.573116,18.620956,18.384731,18.306854,18.333611
1237655471822472494,250.42499607,36.5852359,19.941425,18.935238,18.673771,18.553694,18.613405
1237655471822473499,250.41563471,36.58122818,22.789721,22.124504,21.46117,21.001686,20.864424
1237655471822473500,250.41408903,36.58050356,23.679047,23.43457,22.682941,21.771332,21.852715
1237659330853863849,250.35674428,36.56414838,24.634686,25.114395,24.802052,18.076822,22.826918
1237659330853863866,250.42388181,36.57668136,19.142477,18.162333,17.8365,17.670958,17.504036
1237659330853863872,250.33566566,36.55681938,19.25243,18.224613,17.844379,17.705635,17.613144
1237659330853863880,250.34298744,36.55680572,19.377871,18.362444,18.029552,17.927319,17.813757
1237659330853864002,250.43179854,36.57982746,22.6012,19.466763,18.33893,17.938787,17.686661
1237659330853864009,250.44096429,36.58322443,20.622047,19.767452,19.459021,19.407572,19.290035
1237659330853864017,250.43243563,36.57915571,21.792807,20.746363,20.237888,20.161222,19.974787
1237659330853864038,250.43725348,36.58265426,25.424677,23.807112,22.248278,22.284225,21.729429
1237659330853864873,250.42974583,36.58385096,20.534351,19.681881,19.340929,19.299818,19.272358
1237659330853864875,250.42703169,36.58462724,25.955425,22.957932,22.315556,21.057968,20.729847
1237659330853864876,250.42809312,36.58505599,25.120169,23.438616,21.976624,21.519871,20.694113
1237659330853865202,250.42580954,36.58084825,21.722483,20.638845,20.26729,20.139587,19.868008
1237659330853865203,250.42698437,36.580218,25.809631,22.117628,21.3016,21.12921,20.947773
1237659330853865856,250.4296134,36.57647956,22.17354,21.118265,20.661539,20.465082,20.287287
1237655471822471498,250.37554186,36.59120698,16.675072,15.192651,14.559677,14.276675,14.17137
1237655471822471499,250.41381967,36.59745307,16.16007,14.960341,14.69175,14.576669,14.578234
1237655471822471501,250.39918952,36.58605766,17.169285,15.771956,15.181599,14.883475,14.818075
1237655471822471504,250.38141409,36.58296163,17.434917,16.264059,15.845126,15.689056,15.666072
1237655471822471507,250.42893067,36.58971459,17.689707,16.624666,16.275305,16.137514,16.141768
1237655471822471515,250.41617903,36.59268931,18.649431,17.457052,16.965948,16.756517,16.690447
1237655471822471517,250.38092391,36.58319781,19.918766,18.22612,17.72982,17.595987,17.617659
1237655471822471522,250.4033301,36.5943418,18.973938,17.781446,17.320686,17.122875,17.070116
1237655471822471534,250.39048407,36.59143784,19.346577,18.389086,18.128033,18.022051,18.042336
1237655471822471537,250.36765106,36.57712095,19.419497,18.405035,18.14402,18.02714,18.036119
1237655471822471551,250.35634568,36.58085762,19.685795,18.640823,18.398985,18.295717,18.331738
1237655471822471552,250.41333209,36.59022925,19.649277,18.66189,18.430622,18.338144,18.405218
1237655471822471553,250.40390266,36.59531349,19.652565,18.659346,18.407133,18.290352,18.333364
1237655471822471556,250.41386275,36.58929364,19.780619,18.817394,18.524498,18.377563,18.439991
1237655471822471561,250.39812791,36.5903633,20.237505,19.009499,18.620735,18.452198,18.449257
1237655471822471800,250.43794611,36.59353051,17.712158,16.361927,15.810442,15.572933,15.479227
1237655471822471811,250.4336622,36.59487335,21.41012,20.277,19.860197,19.689495,19.789692
1237655471822471812,250.43639932,36.59624495,21.365705,20.192266,19.804304,19.625832,19.731176
1237655471822471816,250.43726222,36.59804756,23.70015,22.214472,21.382868,21.089256,21.428524
1237655471822471820,250.4416646,36.5942594,23.414255,22.495459,21.760181,21.304201,21.308819
1237655471822471822,250.44469625,36.59601432,24.487053,22.628214,21.813223,21.449255,21.823162
1237655471822471828,250.44313392,36.59783414,24.493963,23.551441,22.42083,22.403135,21.690775
1237655471822471835,250.444438,36.59678996,24.961584,24.660116,23.028208,22.794867,22.512953
1237655471822472489,250.44097068,36.59665505,20.760109,19.741117,19.439535,19.262556,19.284876
1237655471822472496,250.42504329,36.5871139,21.649063,21.192001,20.588223,20.294491,20.33437
1237655471822472499,250.42340262,36.58565142,24.880665,23.804674,22.672958,22.104961,22.375713
1237655471822473438,250.39109334,36.59507985,25.193848,22.820253,21.865171,21.488739,21.192329
1237655471822473442,250.39861069,36.59624682,22.529198,21.728823,21.133104,20.754551,20.904034
1237655471822473491,250.41705381,36.58628154,22.781584,21.341015,20.887062,20.592779,20.762859
1237655471822473492,250.41929831,36.5853764,22.883787,21.561871,21.127022,20.829367,20.785011
1237659330853863810,250.32702895,36.55801373,16.771311,15.153678,14.436165,14.127817,13.991527
1237659330853863841,250.3453909,36.57452266,18.144358,17.002932,16.527025,16.320511,16.170408
1237659330853863842,250.31821446,36.56210433,18.560097,17.350483,16.876226,16.64711,16.510178
1237659330853863851,250.33377686,36.57157042,18.889328,17.806223,17.345875,17.107183,16.952192
1237659330853863853,250.33839339,36.57043511,18.961237,17.838106,17.400547,17.15449,16.977674
1237659330853863859,250.32835499,36.57346828,18.93536,17.791588,17.40032,17.205233,17.085203
1237659330853863881,250.32228946,36.56621774,19.345497,18.350634,18.129726,18.025873,17.923761
1237659330853863997,250.44783477,36.59043548,19.038412,17.911095,17.446777,17.261051,17.150503
1237659330853863998,250.44452122,36.5940653,19.189571,18.190353,17.835857,17.704247,17.561359
1237659330853864000,250.44277843,36.59341054,19.151731,18.198353,17.89612,17.783073,17.758986
1237659330853864001,250.44033843,36.58549897,19.482288,18.564795,18.276838,18.175451,18.155115
1237659330853864003,250.43932846,36.58618904,19.636478,18.659809,18.381865,18.317326,18.270535
1237659330853864005,250.4399294,36.58969262,22.397676,19.763954,18.803083,18.477203,18.269697
1237659330853864011,250.44457382,36.58832436,21.273434,20.094856,19.737225,19.612991,19.452169
1237659330853864016,250.44168631,36.58858157,21.913572,22.622028,22.540901,21.741602,21.678886
1237659330853864020,250.44123347,36.58694565,23.331306,21.811487,21.217892,21.218906,20.699148
1237659330853864026,250.44687004,36.59252631,25.76981,22.518639,21.55718,21.159616,21.783882
1237659330853864027,250.44263626,36.58856492,22.762196,22.267168,21.485472,21.067142,21.219475
1237659330853864029,250.43871478,36.5915153,24.530022,22.700424,21.784334,21.364166,20.851963
1237659330853864035,250.44756885,36.58816106,25.057533,23.635775,23.082603,21.980923,22.721138
1237659330853864037,250.44472277,36.58627426,25.406513,24.466269,22.138266,22.828568,22.075075
1237659330853864040,250.44581765,36.58945991,25.320709,23.648649,22.688419,22.549517,22.071413
1237659330853864074,250.450734,36.59483349,17.170223,15.725854,15.12464,14.866639,14.735394
1237659330853864075,250.45230993,36.59610547,19.941895,18.942499,18.662119,18.635117,18.529152
1237659330853864076,250.45398294,36.59559651,21.565351,22.935936,22.438862,22.233089,20.013409
1237659330853864078,250.44739151,36.59691831,23.885176,21.538473,21.47822,24.363451,20.679401
1237659330853864079,250.45028744,36.59238731,24.70929,21.972977,21.183336,21.108953,21.016832
1237659330853864080,250.45525975,36.59441941,24.5599,22.063934,21.518778,21.193432,20.991549
1237659330853864907,250.45913172,36.59467878,20.657845,19.499413,19.233101,19.148264,19.05619
1237655471822471514,250.40320498,36.59973317,18.336565,17.125916,16.610399,16.379429,16.306225
1237655471822471530,250.35423272,36.59502241,19.230455,18.234499,17.94138,17.807655,17.845005
1237655471822471563,250.35958066,36.59036383,19.83983,18.823595,18.585016,18.489182,18.524963
1237655471822471648,250.39780767,36.60462214,16.214912,14.964315,15.134974,15.263648,15.363134
1237655471822471649,250.40040252,36.60593756,19.105541,17.980707,17.573387,17.387114,17.346804
1237655471822471650,250.39265538,36.60174018,19.775782,18.839901,18.588806,18.460079,18.486515
1237655471822471651,250.39530463,36.5995388,20.411547,19.438505,19.155855,19.036812,19.078196
