objid,ra,dec,u,g,r,i,z
1237673474718302337,77.67459081,16.53412189,18.298487,16.914082,16.391209,16.176975,16.087521
1237673474718302941,77.6707376,16.53239606,19.986441,18.058563,17.198435,16.857956,16.650871
1237673474718302321,77.67774536,16.52821321,18.008783,16.412939,15.689508,15.393332,15.259749
1237673474718302430,77.66614006,16.5358989,23.949913,21.810745,20.140898,19.260418,18.741947
1237673474718303537,77.67095661,16.52711169,24.678022,23.312714,22.6882,22.108643,21.422762
1237673474718302343,77.66932967,16.52399945,18.783609,17.353762,16.79888,16.566891,16.435358
1237673474718302346,77.68124991,16.53995413,19.506302,17.863474,17.134865,16.827982,16.688074
1237673474718302364,77.68573527,16.53415504,20.584345,18.794083,18.036335,17.701969,17.531145
1237673474718302433,77.66513786,16.53215165,25.073572,25.628216,22.812279,21.395191,20.658266
1237673474718302920,77.66644534,16.52766879,20.676552,18.807175,18.090136,17.757118,17.576042
1237673474718303545,77.66636169,16.53798084,24.198919,24.774601,22.739174,22.069845,22.432802
1237673474718302327,77.66811814,16.52131245,19.610838,17.309057,16.317719,15.956372,15.700286
1237673474718302329,77.66653502,16.54666802,21.572498,18.531923,16.955881,15.837004,15.25346
1237673474718302358,77.68287539,16.51806854,22.379227,19.902582,18.928438,20.950413,18.496141
1237673474718302367,77.67386882,16.5199047,24.025061,20.727764,19.184059,17.940722,17.302837
1237673474718302427,77.66250299,16.53221502,18.795628,17.433809,16.857605,16.630249,16.506779
1237673474718302428,77.6640126,16.53453819,19.96055,18.559721,17.964561,17.712542,17.612177
1237673474718302432,77.66084093,16.53196154,24.416311,22.903275,21.697678,20.899147,20.947855
1237673474718303532,77.6582638,16.53813432,24.470974,22.378641,22.287582,22.133215,21.568377
1237673474718303562,77.6903743,16.5262876,23.395178,22.583828,21.127914,20.545288,20.160261
1237673474718303937,77.68297119,16.52467237,24.666077,23.621174,22.484587,21.870962,20.759211
1237673474718302309,77.67408084,16.51209404,14.893749,14.672148,13.653898,13.799142,12.071917
1237673474718302315,77.67116861,16.51213019,16.730547,13.912214,13.71721,13.563929,11.929345
1237673474718302330,77.69892719,16.52406141,18.274887,16.826542,16.192301,15.935115,15.817009
1237673474718302334,77.67187151,16.55253647,20.354996,17.762281,16.626932,16.151529,15.88063
1237673474718302336,77.6667028,16.55618559,18.240391,16.895372,16.423922,16.225151,16.135622
1237673474718302357,77.6609387,16.51744286,21.027596,18.71401,17.867931,17.51404,17.330751
1237673474718302362,77.68384502,16.55113495,20.040125,18.53989,17.916325,17.643681,17.575785
1237673474718302883,77.65680609,16.51583666,19.049417,17.683073,17.065441,16.809994,16.654013
1237673474718302892,77.65739966,16.52204719,20.630585,19.255842,18.635448,18.386852,18.239315
1237673474718302893,77.65568891,16.52054043,21.272886,19.763037,19.073187,18.780632,18.642036
1237673474718302894,77.65821532,16.52330987,24.514675,23.880739,22.554667,23.24048,22.292276
1237673474718302895,77.65327971,16.5205713,24.562172,24.194529,23.10129,22.199741,22.45809
1237673474718302922,77.65542401,16.54448378,20.697683,19.364038,18.829008,18.602749,18.494911
1237673474718303384,77.65363607,16.52543861,22.108669,20.797915,20.109251,19.833849,19.356085
1237673474718303385,77.65422781,16.52352862,24.320248,23.126461,21.521114,20.07354,19.136093
1237673474718303389,77.65743164,16.54875002,24.142199,21.313423,20.177181,19.653927,19.529179
1237673474718303390,77.65650406,16.54943588,21.878729,21.171074,20.714901,20.209583,20.457327
1237673474718303391,77.65675269,16.54858454,24.370316,23.818651,21.800745,21.035269,20.484396
1237673474718303531,77.65628823,16.53812913,24.085571,23.318293,21.943602,21.299458,20.779308
1237673474718303588,77.69819627,16.53548294,24.910254,23.107426,21.734871,21.134975,21.017632
1237673474718303916,77.65386225,16.53745712,25.843004,24.829113,22.273611,21.632652,21.017313
