objid,ra,dec,u,g,r,i,z
1237667211061428385,172.32226589,28.97418651,19.991535,20.288406,19.943317,20.040457,19.978456
1237667211061428378,172.31845902,28.97174053,22.091806,20.112312,19.24692,19.009596,19.16342
1237667211061428408,172.32230743,28.97306458,24.213169,21.98616,21.866508,22.142576,21.649971
1237667211061428421,172.3207001,28.97581504,24.534744,22.931993,22.115925,22.181828,21.725653
1237667211061428369,172.31957653,28.97812399,22.857372,18.841703,17.561838,17.061113,16.732649
1237667211061428372,172.31534495,28.97310519,22.44495,19.83691,18.850681,18.493462,18.335014
1237667211061428374,172.32331481,28.97340364,23.617338,25.114376,20.462118,21.41218,22.826893
1237667211061428380,172.32406807,28.97173897,22.779058,21.74073,19.614285,19.369511,19.799723
1237667211061428393,172.3189279,28.97574727,24.446621,22.159599,22.609468,24.361797,20.709375
1237667211061428405,172.31952553,28.97083362,22.861946,22.654497,22.249834,21.954123,22.200748
1237667211061428409,172.32343073,28.97687966,23.714397,22.515368,21.627335,21.693262,21.807711
1237667211061428418,172.31785072,28.9765474,22.138699,22.070749,22.366667,22.996908,22.962103
1237667211061428367,172.31125558,28.97068115,21.466194,18.602262,17.364637,16.41996,15.927859
1237667211061428370,172.31167702,28.97557595,21.843153,19.237436,18.240255,17.851921,17.561155
1237667211061428377,172.31500549,28.97063461,23.925253,21.290598,19.517254,19.285515,19.691954
1237667211061428384,172.32709292,28.97764157,22.814337,20.874266,19.795862,19.435921,19.345772
1237667211061428388,172.32002478,28.97872527,22.132105,25.114403,24.802052,20.966042,22.826969
1237667211061428391,172.31621722,28.98200167,22.636032,20.836779,20.151333,19.957527,19.757938
1237667211061428404,172.31259865,28.97613346,24.617596,22.279701,21.535908,21.489777,22.519707
1237667211061428411,172.31323916,28.9696207,24.788031,22.572823,22.081774,21.719847,22.045067
1237667253474099320,172.32143243,28.96644773,22.441629,18.572315,17.392899,16.837852,16.523872
1237667253474099360,172.32382273,28.96585942,25.37011,23.238152,22.740646,24.826838,21.228743
1237667211061428373,172.30755764,28.97785426,21.942755,19.863144,19.102777,18.819601,18.611568
1237667211061428383,172.30842291,28.97922641,22.520348,20.205984,19.388735,19.132175,18.922594
1237667211061428389,172.31347254,28.98267458,21.894754,20.478401,19.957815,19.793339,19.634699
