objid,ra,dec,u,g,r,i,z
1237673452707185011,78.06515674,16.69021431,24.221048,21.465469,20.113449,19.549362,19.212185
1237673452707185056,78.06374946,16.6876715,22.689926,24.246853,25.201441,23.772335,22.437542
1237673452707184991,78.06675001,16.69333185,21.549564,19.18984,18.099777,17.661051,17.386948
1237673452707185005,78.06022189,16.68779927,24.072075,20.64584,21.02846,19.060614,20.872572
1237673452707185016,78.06575723,16.6882709,23.571991,22.887749,21.605108,21.278425,19.789059
1237673452707185036,78.05841292,16.6881317,23.417358,23.612444,22.839163,23.778154,22.866308
1237673452707184988,78.05941203,16.69712375,18.51432,17.324389,17.778297,16.381214,16.102812
1237673452707184994,78.06961029,16.69230996,24.222628,21.199402,19.512756,17.967422,17.135618
1237673452707186217,78.06131758,16.68460361,22.442987,19.840387,18.839643,18.401594,18.173094
1237673452707187107,78.05756075,16.68478955,25.805216,23.363665,21.857702,21.0686,20.96747
1237673452707184983,78.0637417,16.69984833,17.04068,15.648188,17.449081,15.106549,14.997867
1237673452707184986,78.0559966,16.69908955,18.665131,16.948864,16.212046,15.918388,15.762634
1237673452707184989,78.0716603,16.69545806,20.115541,18.225262,17.332443,16.994648,16.785875
1237673452707185021,78.06589147,16.69967053,25.101376,23.496384,22.017408,21.076113,20.369886
1237673452707185023,78.05209621,16.68826454,24.840752,24.359535,24.333326,22.546114,21.803722
1237673452707185055,78.05257138,16.6886551,22.650898,25.089886,24.802048,22.096655,22.911961
1237673452707185269,78.06922913,16.68416765,16.234379,15.851115,16.493732,14.317577,14.196161
1237673452707185283,78.07038241,16.68626828,24.64473,22.09001,20.448658,19.534288,21.627113
1237673452707185288,78.07052622,16.68544228,24.017824,23.758839,22.362946,20.767406,20.02636
1237673452707185290,78.06679023,16.68241336,24.660553,24.178978,22.429968,21.100647,20.948277
1237673452707185298,78.06677889,16.68316338,24.338621,24.160332,24.756409,22.218664,21.604185
1237673452707185305,78.06901973,16.68068755,24.634756,24.980598,25.231224,23.126797,22.561586
1237673452707186218,78.06274401,16.6809345,23.104956,23.186583,21.747437,19.965971,19.198927
1237673452707186250,78.07234299,16.68871151,22.475201,20.098265,18.649694,18.022436,17.638355
1237673452707184984,78.07718996,16.69596644,15.932579,15.855018,15.515025,14.702884,14.049546
1237673452707184987,78.07394726,16.6950967,22.628853,19.386295,17.835714,16.400185,15.681684
1237673452707184993,78.05126547,16.69757018,22.619947,19.760414,18.510426,18.0383,17.774534
1237673452707184995,78.06686812,16.70149953,23.450443,20.454952,19.147532,18.564983,18.235775
1237673452707184997,78.06006543,16.70359128,21.324112,24.871962,19.290983,19.160685,19.198881
1237673452707185000,78.04823663,16.69864582,24.185484,21.057928,19.734098,21.144367,20.569773
1237673452707185014,78.04905758,16.68849184,24.634687,25.114397,20.550039,23.953135,22.826916
1237673452707185017,78.04706982,16.6843898,24.634647,24.106211,22.886198,21.53862,22.574146
1237673452707185019,78.05513734,16.67976195,25.22382,24.180407,22.501339,20.902451,19.990667
1237673452707185028,78.07695626,16.69032002,25.315451,25.85376,25.512457,22.40943,22.912111
1237673452707185052,78.04727374,16.69385341,23.927734,24.195913,24.49711,23.302902,22.834074
1237673452707185054,78.04965322,16.69359254,22.56333,25.114368,24.802027,23.020533,22.86054
1237673452707185058,78.0736194,16.69843385,25.316811,25.572283,24.899591,23.24885,22.665606
1237673452707185097,78.05563224,16.67524091,17.826466,16.147272,15.94034,15.076372,14.899364
1237673452707185103,78.06049457,16.67576312,24.058792,20.640043,19.073078,18.173643,17.684923
1237673452707185271,78.07026687,16.67888942,16.902683,15.465117,16.365738,14.892905,14.79241
1237673452707185286,78.07375236,16.68277316,23.984806,21.405651,20.340288,19.821836,19.640303
1237673452707185299,78.07536912,16.68311476,24.620346,24.480812,24.63394,22.129166,21.688477
1237673452707185334,78.05621557,16.70449175,24.214647,21.396181,20.479063,19.969328,19.72929
1237673452707187135,78.07538694,16.68851415,23.803265,23.934198,22.228409,20.3262,19.571665
1237673452707187299,78.06336012,16.67705565,23.878439,26.110128,26.908575,20.801445,19.941015
1237673452707184990,78.03903621,16.69206117,20.694283,18.560936,17.636417,17.259884,17.082033
1237673452707184992,78.04597787,16.67790985,20.682903,18.925024,18.094332,17.766861,17.631912
1237673452707185009,78.04374069,16.68531141,24.634645,25.114367,22.117973,24.361797,22.826902
1237673452707185020,78.04767526,16.67900405,23.95495,24.537458,22.048506,21.062826,20.672705
1237673452707185030,78.07501754,16.70307411,24.0863,22.994139,22.960899,22.065779,22.171705
1237673452707185034,78.0404739,16.69627811,24.027178,24.194641,22.866302,24.365055,23.517744
1237673452707185041,78.04249592,16.69675729,24.849056,24.857071,24.445839,24.886381,22.931337
1237673452707185044,78.07915689,16.69857313,24.329424,24.220295,22.768688,22.275002,22.767387
1237673452707185045,78.04103996,16.69724626,23.769049,23.647516,23.218164,23.734358,22.883678
1237673452707185046,78.03981529,16.68901152,23.805944,22.38765,23.044956,23.442587,22.640125
1237673452707185048,78.03858978,16.68887772,23.627634,23.297644,24.802031,22.882517,22.599165
1237673452707185050,78.04385116,16.69653052,24.866133,23.393797,24.802027,23.4921,23.095776
1237673452707185100,78.0545858,16.67010641,20.071558,18.443047,17.535616,17.43434,17.311863
1237673452707185106,78.06652689,16.66796071,21.893095,19.873522,18.836535,18.431557,18.181238
1237673452707185107,78.05912769,16.6708966,20.540985,19.216505,18.626083,18.378454,18.224257
1237673452707185109,78.05342067,16.67074131,23.610214,21.046116,19.533529,18.825468,18.442558
1237673452707185129,78.06618644,16.67113302,25.063494,23.57822,22.614346,21.495731,21.143118
1237673452707185139,78.05730596,16.67244659,24.704556,24.315617,23.65814,22.170641,22.114883
1237673452707185270,78.07674007,16.67997876,16.689478,15.234559,16.057854,14.55995,14.461471
1237673452707185274,78.08077274,16.68017943,16.458643,15.394786,11.300354,11.162868,11.703771
1237673452707185277,78.08307913,16.68439002,19.800308,18.308683,17.667747,17.353558,17.221489
1237673452707185279,78.08343463,16.68275964,25.000954,21.473791,19.773046,18.620363,18.033289
1237673452707185284,78.080814,16.68265612,24.634649,25.11437,21.083828,21.042862,22.826904
1237673452707185287,78.07967982,16.68726326,23.551023,21.350613,20.401472,19.934908,19.682421
1237673452707185291,78.08093182,16.68414442,24.635002,25.049299,21.985519,21.603367,22.680466
1237673452707185292,78.07589307,16.67636056,25.018835,25.01095,23.509579,21.709522,21.144709
1237673452707185293,78.0805039,16.68709325,25.790867,25.372995,23.832874,21.791323,21.681871
1237673452707185294,78.08058604,16.67635896,24.634649,25.114367,22.370945,22.010756,22.826948
1237673452707185295,78.08414087,16.67995396,24.634748,24.444759,24.767136,21.591665,22.278479
1237673452707185335,78.06031237,16.70930657,24.722801,24.794239,22.903221,22.295586,21.829201
1237673452707186126,78.04336253,16.67585626,23.601978,24.628792,22.829647,21.453087,21.062452
1237673452707186318,78.08039193,16.70504418,20.075062,18.31673,17.50321,17.180666,16.985325
1237673452707187120,78.07563445,16.67171284,25.015697,24.700481,22.881844,20.882534,20.373116
1237673452707187121,78.07532117,16.6713363,23.501478,24.901604,23.568457,21.29147,20.229525
1237673452707187122,78.07422916,16.67121859,25.379684,25.437147,23.557636,21.932953,21.239025
1237673452707187141,78.06911299,16.70499111,23.966887,23.327463,21.86265,20.813475,20.213882
1237673452707187149,78.08571265,16.69176652,24.737375,23.644489,21.976019,20.843283,20.092415
1237673452707187152,78.07664928,16.70855052,23.723389,23.805231,22.053284,21.05196,20.520666
1237673452707187153,78.07501768,16.70878216,22.962902,25.159185,22.603846,24.667253,22.825987
1237673452707187307,78.07142827,16.67581166,25.414137,24.452808,23.42848,21.562904,21.514332
1237673474718433650,78.05685191,16.7099636,15.983245,14.552376,14.230252,17.526625,14.067638
1237673474718433716,78.04188022,16.69946904,23.373226,21.38838,19.948278,18.738634,18.220966
1237673474718501081,78.06003725,16.71325154,25.753477,23.461624,22.431841,22.365623,21.912256
1237673452707184840,78.0268581,16.67943549,24.108589,24.760349,24.446989,22.327087,21.886787
1237673452707184950,78.03284387,16.66687235,17.971922,16.424904,15.757473,15.487684,15.340772
1237673452707184951,78.03491677,16.66731099,24.314352,22.602644,20.828264,20.115934,19.60376
1237673452707184996,78.03332938,16.69086689,21.321331,19.871494,19.233818,18.96006,18.811543
1237673452707184998,78.03708309,16.69501248,23.340862,21.040342,24.802025,19.033257,18.19998
1237673452707185031,78.03505275,16.69251247,24.699812,22.720234,24.256289,23.678989,22.868179
1237673452707185032,78.03691201,16.68914489,24.634647,22.14278,23.652094,23.206865,22.354431
1237673452707185035,78.03771074,16.69330598,23.408125,22.816057,24.859055,23.733683,23.60087
1237673452707185042,78.02827721,16.68960849,25.550991,23.546747,25.576702,24.988539,22.211931
1237673452707185063,78.02762013,16.68710676,18.742905,17.196592,16.523993,16.241104,16.058554
1237673452707185064,78.02723236,16.68626955,21.158146,19.148363,18.314283,17.970947,17.793053
1237673452707185099,78.06981477,16.66114808,20.449348,18.350496,17.374754,16.969603,16.757496
1237673452707185101,78.06151379,16.65704497,19.958714,18.447657,17.76807,17.507881,17.37109
1237673452707185105,78.05704395,16.662388,20.53433,19.163015,18.608318,18.350368,18.223793
1237673452707185120,78.06245572,16.66015985,23.473589,23.261742,21.679953,20.670269,20.291283
1237673452707185121,78.06587646,16.65497407,23.415916,22.781839,21.614044,21.051926,20.60882
1237673452707185128,78.06633404,16.6633775,25.463253,24.914305,23.138622,21.46722,20.37851
1237673452707185134,78.05678518,16.65421981,24.242992,22.782085,22.144808,22.724051,21.891745
1237673452707185137,78.05401331,16.66513455,24.333656,23.952034,24.101072,22.007679,20.817705
1237673452707185272,78.09031384,16.68195783,17.085215,15.681572,16.060179,14.999792,14.908621
1237673452707185273,78.09267065,16.6798541,15.676962,12.310809,15.357303,14.347553,14.769424
1237673452707185275,78.09464912,16.6880813,17.429165,16.071859,15.627809,15.452633,15.364233
1237673452707185276,78.09830838,16.67846333,18.901419,16.996933,16.14996,15.773822,15.541934
1237673452707185278,78.09792417,16.67778977,19.630972,18.204765,17.627337,17.368641,17.243946
1237673452707185280,78.08795283,16.67868197,23.373329,21.832403,19.99618,19.046721,18.539387
1237673452707185281,78.09139635,16.68938238,25.201914,21.46557,19.884663,19.156328,18.708687
1237673452707185285,78.0885083,16.68074637,24.371822,24.148926,22.063715,19.689741,18.489058
1237673452707185289,78.08562776,16.67694967,25.535374,25.066006,23.550453,21.166821,20.292007
1237673452707185296,78.09555031,16.67650271,25.069952,23.171387,22.83543,22.022772,21.857496
1237673452707185297,78.09007388,16.68553391,23.9112,24.971727,23.523884,21.910721,21.466835
1237673452707185300,78.09585142,16.68238191,22.520664,24.405272,24.544386,24.479004,23.415546
1237673452707185303,78.08323657,16.67615258,24.701595,25.115477,24.404903,22.695719,22.320377
1237673452707185318,78.0821463,16.67099802,16.434584,16.059023,13.824774,14.372626,14.460956
1237673452707185510,78.09889229,16.68818488,17.702343,16.292643,15.746406,15.522101,15.412713
1237673452707185511,78.09851637,16.68936656,23.328295,21.749279,20.19445,19.566053,19.329494
1237673452707185533,78.09832228,16.69917054,17.807737,16.393173,15.829413,15.605557,15.478044
1237673452707185534,78.09704493,16.6991215,23.957117,20.648924,19.225752,18.65027,18.331835
1237673452707185538,78.09733808,16.70364575,25.705034,21.645821,20.039955,19.22777,18.711329
1237673452707186122,78.03848079,16.66736815,19.62571,17.920954,17.191177,16.903259,16.756241
1237673452707186123,78.03159534,16.67070972,21.105389,19.384102,18.574953,18.270981,18.105749
1237673452707186125,78.03722774,16.67754853,23.807573,22.133425,20.434347,19.599215,19.200865
1237673452707186128,78.0370569,16.66822684,23.122196,22.941744,22.080322,21.734846,21.95307
1237673452707186140,78.03898716,16.66472719,21.338291,19.569164,18.675922,18.344893,18.072903
1237673452707186151,78.03380182,16.67921669,22.847313,19.991186,18.384188,17.571896,16.965197
1237673452707186166,78.03906132,16.6809283,22.786783,20.208649,18.847942,18.21944,17.838549
1237673452707186572,78.04084571,16.66282951,22.360794,20.437891,19.356426,18.953104,18.653469
1237673452707186777,78.02878316,16.68362323,23.764399,21.098984,20.176395,19.779894,19.377033
1237673452707186798,78.05941899,16.65360635,25.732941,22.178747,20.593676,19.702457,19.179056
1237673452707186845,78.08580585,16.66143287,24.233791,21.853828,20.616011,20.160244,19.974686
1237673452707186854,78.08389494,16.66643472,24.695971,22.029989,20.825327,20.382578,20.112621
1237673452707186855,78.08348332,16.66616219,24.396322,24.164371,22.115698,20.763077,19.99699
1237673452707186871,78.08825953,16.67594514,26.032751,22.576996,20.694895,19.721558,19.127928
1237673452707186874,78.09013784,16.67526829,23.987207,22.517517,21.90715,21.384274,21.028542
1237673452707186899,78.08733194,16.69999983,24.2682,21.344564,19.712111,18.628771,17.946766
1237673452707186903,78.08371952,16.70927483,24.238567,22.200636,21.23336,20.711857,20.437323
1237673452707186915,78.09039308,16.70325562,24.495377,22.815365,21.323013,20.927322,20.381456
1237673452707186928,78.09100695,16.70987085,23.621313,23.087599,21.563246,20.878204,20.375273
1237673452707187086,78.03060375,16.68503749,24.481688,23.574759,22.771399,21.423338,20.884701
1237673452707187136,78.0910851,16.66799864,24.067385,24.613935,22.471334,21.85206,21.562302
1237673452707187159,78.08629144,16.70342357,23.797495,23.871016,21.841997,20.800407,20.243567
1237673452707187160,78.08985494,16.70571562,26.388613,23.363926,22.013699,20.98654,20.588268
1237673452707187162,78.0795692,16.72235778,25.176233,23.402998,21.732141,20.835581,20.259363
1237673452707187277,78.02818403,16.67678336,25.905588,24.433374,23.847288,21.836599,21.28336
1237673452707187278,78.0307535,16.67496718,24.146416,23.820374,24.008797,21.804981,21.167845
1237673452707187301,78.07483319,16.6618575,28.538832,20.194311,19.329466,24.05127,26.592417
1237673452707187302,78.07488136,16.66281655,25.295576,24.929548,24.091301,22.037785,20.597794
1237673452707187325,78.08001115,16.71224549,26.110044,24.168756,23.214199,21.521841,20.532803
1237673452707187327,78.07849442,16.71829629,23.861,24.329542,23.508219,22.237917,21.064915
1237673452707187329,78.08513432,16.71850065,23.699722,24.012203,22.847683,22.038942,20.914289
1237673474718433659,78.04028037,16.71201105,17.008198,15.583015,15.089904,14.867165,14.764047
1237673474718433669,78.03234071,16.70678225,18.335842,16.963932,16.254154,15.989546,15.869125
1237673474718433679,78.04718812,16.7092161,19.845337,17.997301,17.248236,16.949821,16.660343
1237673474718433688,78.03481951,16.70814224,19.609793,18.298923,17.760893,17.476078,17.313551
1237673474718433690,78.04127695,16.72015558,19.604553,18.294447,17.719687,17.457855,17.329147
1237673474718433711,78.02825354,16.7063088,24.84923,20.73271,19.347498,18.561552,18.212254
1237673474718434613,78.05360049,16.71642436,23.509995,21.653734,20.065538,19.143829,18.56851
1237673474718434617,78.05239757,16.72093194,23.971748,23.703274,22.02037,21.477486,20.932127
1237673474718434630,78.05111206,16.71887009,22.185614,25.792765,24.9505,23.859379,22.387966
1237673474718498885,78.07105188,16.72111976,15.364357,16.550783,14.855577,12.4481,13.40684
1237673474718498889,78.07061212,16.71861384,20.801289,19.051079,18.290854,17.968836,17.765987
1237673474718498890,78.0557428,16.72454123,21.406712,21.332682,19.682604,18.452454,17.743402
1237673474718498892,78.06261167,16.71854752,21.020662,20.167097,19.473181,19.174145,18.968346
1237673474718498894,78.06633313,16.72258546,23.369904,23.294109,20.963764,19.815964,19.057682
1237673474718498899,78.06430656,16.72037396,24.273197,24.548698,22.434343,20.869484,19.815252
1237673474718498904,78.0710831,16.72479171,24.15587,25.521925,22.771004,21.891714,21.651184
1237673474718498906,78.07322389,16.72312202,24.33143,24.321459,23.300673,21.9028,21.535765
1237673474718498909,78.05762102,16.72315804,21.2197,24.527849,22.809904,22.044601,23.622211
1237673474718498912,78.06886255,16.72121488,23.528166,22.867611,23.31778,23.454453,20.93572
1237673474718498930,78.06428182,16.72374731,22.167604,25.985682,26.376127,25.707773,22.443003
1237673474718498931,78.06649161,16.72536362,22.404922,26.161394,26.152222,25.088333,22.386723
1237673474718498934,78.07184166,16.71969849,22.815519,24.67186,23.848892,22.924171,22.82766
1237673452707184727,78.02410936,16.65890668,16.184824,14.663233,16.717148,14.316998,14.289659
1237673452707184734,78.03589801,16.64700017,18.411827,16.614296,15.806041,15.491001,15.282262
1237673452707184743,78.02673532,16.65436801,24.121542,25.114367,19.467134,18.811527,22.826902
1237673452707184750,78.02561556,16.65918881,25.244556,21.884073,27.049147,20.432907,18.77825
1237673452707184752,78.03483283,16.65104879,25.890026,25.213982,24.9629,22.096203,22.419397
1237673452707184759,78.02421365,16.66117862,24.525951,25.221024,22.931866,24.361799,23.488516
1237673452707184760,78.02351314,16.66112036,25.406767,26.128729,22.662544,23.282646,22.826719
1237673452707184761,78.02112437,16.65983228,25.890259,24.807419,22.862043,23.833578,23.216703
1237673452707184762,78.02583104,16.66019151,24.634645,24.487761,22.791803,23.25503,22.774775
1237673452707184798,78.01547766,16.66637134,23.448866,21.104998,19.937849,19.386148,19.010181
1237673452707184827,78.02287854,16.68011795,16.769007,15.191971,16.424112,14.708451,14.611539
1237673452707184828,78.01973891,16.67184961,17.297356,15.760801,15.995069,14.84024,14.719599
1237673452707184829,78.01864709,16.66816131,18.069439,16.672441,16.07564,15.822929,15.71523
1237673452707184830,78.01909604,16.67406456,16.637375,15.349975,13.7731,13.717254,11.547468
1237673452707184835,78.01568267,16.67066835,24.312263,25.241703,24.577318,21.567318,20.614206
1237673452707184836,78.01442357,16.67767284,24.27964,23.385128,22.287777,21.441916,21.294451
1237673452707184837,78.01894143,16.67025059,24.634665,25.114378,22.621477,23.704929,22.806749
1237673452707184867,78.04446472,16.6419612,16.689682,13.191865,12.187638,11.810756,11.973407
1237673452707184895,78.03851367,16.65747719,15.699769,13.049844,12.651181,16.061153,14.540237
1237673452707184896,78.03380945,16.65853342,19.085447,17.443907,16.721964,16.437477,16.274792
1237673452707185095,78.07315234,16.64555898,15.722881,11.647184,13.008373,12.594911,11.103127
1237673452707185096,78.07973294,16.6428628,15.96418,15.368388,16.155884,14.87949,14.143732
1237673452707185098,78.06016757,16.64979911,19.001116,17.357607,16.656971,16.380732,16.240776
1237673452707185102,78.06412887,16.6422647,21.569427,19.163074,18.031866,17.556252,17.266376
1237673452707185104,78.06757504,16.63960444,23.274925,20.227659,18.926752,18.363356,18.066759
1237673452707185108,78.06767477,16.64163063,21.432676,19.884645,19.247976,18.952469,19.119474
1237673452707185111,78.07579567,16.64535137,24.634645,22.019228,21.629692,20.813496,22.826902
