objid,ra,dec,u,g,r,i,z
1237665531187560497,242.7463879,14.96049931,21.740114,20.326279,19.837053,19.600206,19.536032
1237665531187560523,242.74652125,14.96283753,24.274845,23.38349,22.197365,20.915659,20.328867
1237665531187560484,242.74488347,14.96059201,21.477962,19.414757,18.152489,17.333349,16.849133
1237665531187560495,242.74420029,14.96112545,22.553135,20.380547,19.747093,19.440849,19.18099
1237665531187560514,242.74735918,14.95974157,24.078972,21.473286,20.967443,20.707285,20.380812
1237665531187560477,242.75138972,14.96376642,15.587123,14.337325,14.457522,13.726094,13.676949
1237665531187560482,242.74362662,14.95705807,18.978714,17.970209,17.58947,17.468346,17.417212
1237665531187560485,242.74682232,14.95620715,21.203358,18.983,18.175348,17.83357,17.584358
1237665531187560492,242.74712979,14.95714823,22.008266,20.338152,19.630737,19.418774,19.317102
1237665531187560498,242.74880383,14.96260101,21.52095,20.259874,19.796228,19.671436,19.7421
1237665531187560502,242.75150838,14.96125472,21.559429,20.331284,19.809723,19.699921,19.74176
1237665531187560525,242.74867276,14.95821573,23.470762,21.964941,22.072189,21.57443,21.530241
1237665531187560529,242.7454677,14.96470734,22.688913,23.917088,21.638138,21.299902,21.501085
1237665531187560489,242.74292926,14.95463714,21.449223,19.622654,18.818336,18.546616,18.318745
1237665531187560490,242.7468034,14.9554193,22.046417,19.960129,19.237577,18.934338,18.761108
1237665531187560494,242.75334421,14.96477067,21.477974,20.223248,19.74371,19.63217,19.57464
1237665531187560501,242.7468549,14.95383005,21.908245,20.855028,19.96459,20.060432,19.832035
1237665531187560507,242.74777535,14.96719333,22.487707,20.659803,20.004593,19.730581,19.576033
1237665531187560510,242.74020577,14.95523534,22.868961,24.935455,20.277124,20.191204,19.967066
1237665531187560515,242.73854674,14.95975532,22.806553,21.537762,20.942917,20.722471,20.509253
1237665531187560517,242.74412237,14.95523629,21.219364,23.444914,20.38781,24.370255,22.817398
1237665531187560519,242.75296905,14.96331125,22.445341,21.654022,21.190426,21.250111,22.29451
1237665531187560530,242.75009852,14.95762479,23.567265,22.226948,21.48951,21.342407,21.215027
1237665531187560542,242.75230464,14.96686461,24.746548,24.68717,23.681581,21.691107,20.889751
1237665531187560545,242.75035784,14.96632218,24.488897,23.081188,21.946724,21.897295,23.000517
1237665531187560547,242.74555623,14.9679619,23.386978,22.416204,22.174105,21.730806,21.448305
1237665531187560548,242.74909203,14.95443897,23.349148,22.619781,22.09049,22.409475,22.529058
1237665531187560804,242.73889855,14.96568699,24.561695,23.463366,22.509859,22.114288,21.961863
1237665531187560481,242.74763605,14.97033689,18.809288,17.766579,17.456785,17.310183,17.259411
1237665531187560486,242.75709384,14.9555293,23.305235,20.828432,19.268654,17.96711,17.199881
1237665531187560487,242.74416181,14.97279029,20.980204,19.253716,18.583321,18.327244,18.235371
1237665531187560488,242.75577329,14.9665978,21.459551,19.514284,18.705267,18.43626,18.277504
1237665531187560499,242.75612856,14.96271876,21.26244,20.58256,19.811968,19.800423,19.733078
1237665531187560503,242.7579411,14.964723,22.226179,20.499029,19.848804,19.603231,19.405104
1237665531187560505,242.75707034,14.96021693,21.770903,20.339882,19.962814,19.779682,19.657469
1237665531187560506,242.73731064,14.95770042,21.646381,20.374214,19.946114,19.807871,19.667067
1237665531187560508,242.74853249,14.97173912,22.283344,20.761061,20.080858,19.845518,19.606802
1237665531187560509,242.7371877,14.95286468,22.696312,21.036301,20.341848,20.091457,19.657751
1237665531187560512,242.74730364,14.94948708,23.664953,21.362131,20.788628,20.536201,20.36248
1237665531187560513,242.75369856,14.96851016,22.879025,21.437376,20.772083,20.560783,20.52507
1237665531187560522,242.75097576,14.97006927,22.588997,21.488979,21.204002,20.775887,20.999878
1237665531187560534,242.75051897,14.97281119,24.610573,22.367413,21.913284,21.532761,21.96829
1237665531187560536,242.75565075,14.96109893,23.621817,22.276737,21.724031,21.620293,21.718937
1237665531187560553,242.75354631,14.95531067,23.180092,22.67757,22.118912,22.215101,22.248079
1237665531187560791,242.73393224,14.96281071,25.27297,22.388458,21.701859,21.518787,21.32304
1237665531187560798,242.7348972,14.95692292,22.164715,20.420338,19.697903,19.433853,19.329193
1237665531187560799,242.73408873,14.95949715,21.542236,20.223581,19.761457,19.629442,19.446596
1237665531187560805,242.73615232,14.96639183,25.098606,23.394093,22.808987,22.871515,22.360165
1237665531187560806,242.73868439,14.96737115,23.239338,23.354296,23.040182,23.137028,22.85276
1237665531187560807,242.7370196,14.96563282,21.16473,19.271294,18.4897,18.159008,17.970604
1237665531187561507,242.74035306,14.95112942,24.703754,22.780022,22.42668,22.248512,22.574467
1237665531187561513,242.74384337,14.95055916,24.048082,22.149561,21.445805,21.562752,21.084675
1237665531187562182,242.739558,14.96889863,23.689741,23.831533,22.699924,22.8078,22.7194
1237665531187560478,242.74395589,14.97861759,15.311753,15.045335,12.166044,14.123165,12.883712
1237665531187560479,242.74462475,14.9468048,20.996748,18.378536,17.31218,16.86845,16.584419
1237665531187560480,242.74985316,14.97476236,21.658165,19.068186,17.617147,16.88129,16.448349
1237665531187560491,242.75235541,14.94969024,22.299156,20.124615,19.450132,19.186695,19.0047
1237665531187560496,242.75731163,14.96849675,21.50424,20.218927,19.796852,19.653952,19.499958
1237665531187560504,242.76176832,14.95243897,21.759811,20.290726,19.880093,19.720049,19.583824
1237665531187560516,242.74634197,14.94774033,24.792048,21.867353,21.642262,20.939131,21.802603
1237665531187560518,242.74585351,14.94746345,24.395525,24.322126,23.350418,20.813465,19.577974
1237665531187560521,242.74147923,14.97801724,24.634657,24.025116,22.816578,21.431248,22.826899
1237665531187560524,242.7550514,14.9513867,24.127476,22.647169,21.482731,20.99654,20.496828
1237665531187560527,242.75885752,14.95471058,24.063019,22.259083,21.593008,21.608349,20.912939
1237665531187560528,242.74165783,14.94558783,24.423931,24.599514,22.878836,21.188869,20.478529
1237665531187560531,242.75943267,14.97037049,23.781187,22.004038,21.463043,21.272589,20.745745
1237665531187560533,242.74011265,14.97786151,24.990854,25.052738,23.651976,21.461391,22.330599
1237665531187560537,242.73911574,14.9779323,23.557674,22.342615,21.859253,21.843441,22.683319
1237665531187560538,242.7588038,14.95075346,24.078243,22.580952,22.00926,21.797209,21.811861
1237665531187560539,242.75273317,14.94765533,22.905912,22.623663,21.975342,22.088463,21.378908
1237665531187560541,242.73854748,14.9756502,25.224096,23.347374,22.381212,21.712582,22.393951
1237665531187560546,242.75525686,14.94749437,23.487413,22.540894,22.122107,22.084526,20.969931
