objid,ra,dec,u,g,r,i,z
1237651328250675382,114.5403181,38.87802986,21.516548,18.341478,17.042088,16.460625,16.166407
1237651328250675401,114.54210509,38.8784373,21.106621,18.829317,17.735832,17.226868,17.025032
1237651328250675392,114.53158306,38.89282237,20.544046,18.252066,17.055902,16.545607,16.309301
1237651328250675397,114.53470296,38.88893215,20.473553,18.410284,17.354462,16.895006,16.682011
1237651328250675403,114.54526774,38.87830316,20.114367,18.234035,17.475126,17.183102,17.104797
1237651328250675414,114.53064024,38.89123288,20.641706,18.713497,17.678476,17.23579,17.042046
1237651328250675386,114.52493993,38.89376347,20.409739,18.078371,16.919258,16.430885,16.1905
1237651328250675387,114.53896888,38.86945639,21.175032,18.286865,17.05374,16.515713,16.240881
1237651328250675390,114.5286107,38.89265359,20.601078,18.285852,17.025331,16.489161,16.218925
1237651328250675398,114.52032557,38.87541332,20.811018,18.491398,17.443529,16.973816,16.730747
1237651328250675406,114.54380184,38.87041768,21.438799,18.719814,17.599655,17.121426,16.883238
1237651328250675419,114.52404647,38.87212618,21.017397,18.915829,17.874947,17.420412,17.21764
1237651328250740795,114.53739436,38.89557703,20.89625,18.932636,18.070452,17.679586,17.500586
1237651328250675376,114.53261455,38.86737316,19.697338,17.256182,16.04936,15.525051,15.246563
1237651328250675379,114.54119329,38.86687068,20.945107,18.06171,16.711761,16.113291,15.802708
1237651328250675385,114.52493132,38.868235,20.419844,18.040648,16.87385,16.358288,16.078604
1237651328250675394,114.55615228,38.88266143,21.149055,18.406616,17.220053,16.714594,16.46604
1237651328250675405,114.52898203,38.89892344,20.555906,18.617165,17.503962,17.031067,16.81641
1237651328250675410,114.55489224,38.88506508,20.941101,18.682022,17.632473,17.165989,16.944241
1237651328250675411,114.52686712,38.86849933,20.495779,18.394053,17.541386,17.195686,17.062765
1237651328250675415,114.52467009,38.89745731,20.761595,18.691559,17.582041,17.139399,16.956371
1237651328250740768,114.55309798,38.89337774,20.620718,18.191404,17.091906,16.608444,16.345411
1237651328250740779,114.53310615,38.89778105,20.535133,18.490507,17.519262,17.099092,16.860321
1237651328250740782,114.53639569,38.89685733,20.440689,18.394497,17.429892,16.999111,16.810417
1237651328250740791,114.5464476,38.89628358,21.896847,25.11438,18.571775,24.361803,18.293886
1237651328250740796,114.55492383,38.88924845,21.103277,19.058886,18.181335,17.786924,17.629887
1237651328250740810,114.53909708,38.89868432,21.048649,19.327572,18.528362,18.159597,18.041965
1237651328250740814,114.53197364,38.89977919,21.197271,19.401695,18.621815,18.275843,18.174358
1237651272953626724,114.4997292,38.86707227,17.21456,15.277233,14.545983,14.26441,14.109479
1237651272953626730,114.50173591,38.87609582,15.636304,15.045422,14.582236,15.785785,13.178376
1237651272953626736,114.51166522,38.90654293,18.598692,16.735172,16.037083,15.791375,15.670753
1237651272953626750,114.51441792,38.90339618,20.868561,18.251019,17.070425,16.597965,16.354446
1237651272953626752,114.51721208,38.91246432,20.816057,18.241558,17.193699,16.729815,16.480669
1237651272953626767,114.50867298,38.88430421,20.055639,18.160173,17.392757,17.00046,16.842558
1237651272953626776,114.49802041,38.89138933,20.446091,18.441542,17.56267,17.15065,16.969915
1237651328250675372,114.55185289,38.8622482,16.541616,14.44586,13.691325,13.446103,13.344199
1237651328250675374,114.51820245,38.85422691,17.575962,16.007133,15.411342,15.202038,15.117288
1237651328250675377,114.57014689,38.86252562,17.923754,16.603464,16.096251,15.887146,15.808466
1237651328250675378,114.50285115,38.86195538,19.158298,17.012726,16.133921,15.832272,15.667362
1237651328250675380,114.54835496,38.86631277,20.708885,17.852028,16.590073,16.035563,15.746561
1237651328250675388,114.56227437,38.864323,20.778196,18.168913,16.976845,16.456844,16.182421
1237651328250675389,114.5591294,38.87668928,20.841516,18.261126,17.056688,16.536179,16.27474
1237651328250675395,114.57031008,38.87179529,20.84749,18.29814,17.111526,16.628256,16.381634
1237651328250675396,114.51187868,38.87337206,20.83469,18.308769,17.183695,16.694105,16.433563
