objid,ra,dec,u,g,r,i,z
1237655469136282000,229.62152477,1.99090937,17.018423,15.40866,14.640492,17.030346,14.307467
1237655469136282005,229.64228694,1.98930284,17.185972,15.500954,14.840296,15.162071,14.408827
1237655469136282064,229.64608907,1.98840793,19.153097,17.972355,17.571898,17.38538,17.327528
1237655469136347282,229.65113307,1.98639177,20.034254,18.985104,18.598202,18.513601,18.634995
1237655469136282022,229.60328949,1.99008406,18.138124,16.795689,16.130682,15.894649,15.805303
1237655469136282052,229.60838284,1.98727673,19.357166,18.279427,17.6404,17.269415,22.826893
1237655469136282060,229.60451806,1.99054101,19.359516,18.149939,17.706617,17.415476,17.404083
1237655469136347263,229.65943314,1.98646954,22.402727,18.720034,24.802034,18.137699,22.826908
1237655469136347264,229.65361852,1.98421676,19.341856,18.331814,17.932909,17.885059,17.847586
1237655469136347287,229.65143721,1.98494047,19.862949,18.891077,18.462826,18.477453,18.412905
1237655469136347320,229.66923161,1.98780584,19.846975,18.859219,18.48889,18.476501,18.508204
1237655469136281994,229.59686899,1.98797456,16.573708,14.982705,14.817793,15.672208,12.395257
1237655469136282021,229.6295838,1.98155555,17.958998,16.607862,16.021387,15.761716,15.679813
1237655469136282051,229.60230769,1.98306076,24.634615,25.114357,24.801998,18.162951,22.826864
1237655469136282066,229.62252564,1.98235237,19.368595,18.162458,17.76214,17.586365,17.577997
1237655469136282067,229.58792293,1.98939389,19.266174,18.139868,17.74407,17.515314,17.433792
1237655469136282068,229.60900391,1.98245575,19.314611,18.247677,17.88489,17.683773,17.706711
1237655469136347241,229.66166199,1.97964116,16.097176,14.617539,14.242455,17.320387,13.986286
1237655469136347245,229.6640617,1.98101475,17.084993,15.400971,14.797249,19.76108,14.333605
1237655469136347267,229.65425037,1.98266301,24.63467,19.329317,24.802034,18.628508,22.826908
1237655469136347301,229.65581816,1.97914243,19.669708,18.674313,18.277065,18.26709,18.319191
1237655469136347315,229.66065588,1.98285207,20.071783,19.136475,18.635895,18.619221,18.602217
1237655469136349598,229.68363832,1.98950048,24.80744,22.844995,21.819859,21.523788,22.839693
1237651736852496568,229.74607281,2.05969492,18.955681,17.669758,17.16688,16.949045,16.894636
1237651736852496571,229.74429505,2.04329573,19.093374,17.828659,17.321856,17.107471,17.054848
1237651736852496578,229.74653801,2.09463615,19.301424,25.114374,18.03093,24.361797,17.665253
1237651736852496581,229.74682335,2.0714524,19.185881,18.096134,17.506144,17.503069,17.474337
1237651736852496586,229.74733997,2.05784543,19.231874,18.16794,17.796528,17.65217,17.679365
1237651736852496597,229.7497167,2.06379568,19.203211,18.165943,17.789665,17.646761,17.627201
1237651736852496602,229.74917687,2.09497262,19.295938,18.332245,18.005301,17.872526,17.914276
1237651736852496603,229.74404101,2.06918435,19.096931,18.150335,17.856262,17.746061,17.785402
1237655469136281993,229.61516006,1.97149316,15.660175,14.538473,14.082418,16.64855,14.039444
1237655469136282003,229.593369,1.97837221,17.087242,15.506598,14.763823,14.800112,14.436296
1237655469136282036,229.62261195,1.97297821,24.634665,25.114388,17.069418,16.651196,16.54438
1237655469136282046,229.57591257,1.98898092,18.781778,17.43965,16.949219,16.693232,16.585958
1237655469136282048,229.5821712,1.98504566,18.471392,17.263758,16.879604,16.716738,16.671492
1237655469136282049,229.61836561,1.97560696,18.905254,17.600475,17.058846,16.81604,16.739361
1237655469136282050,229.64043503,1.96998497,18.833464,17.527691,16.972696,16.745449,16.637264
1237655469136282057,229.62582455,1.97430522,19.267994,25.114389,24.802038,17.666992,22.826912
1237655469136282073,229.57775018,1.98644795,19.341423,18.23431,17.915979,17.724247,17.663822
1237655469136282075,229.58365761,1.98300386,19.178461,18.111984,17.794495,17.511894,17.62845
1237655469136282077,229.64522256,1.97224521,19.137508,18.095394,17.749886,17.56958,17.524118
1237655469136347249,229.66694987,1.97816376,18.25242,17.108259,17.064489,17.211412,17.273155
1237655469136347250,229.65325876,1.97640585,18.957369,17.638948,17.082342,16.929216,16.833941
1237655469136347251,229.66177764,1.97176281,19.045835,17.783749,17.222237,17.113392,16.993454
1237655469136347256,229.67649877,1.97621477,19.271309,18.134073,17.664959,17.554199,17.526812
1237655469136347259,229.67260251,1.97828413,19.144474,18.084675,17.684299,17.538345,17.635513
1237655469136347286,229.66996131,1.97787008,19.657833,18.618629,18.234024,18.287912,18.274927
1237655469136347290,229.67505744,1.97592359,19.581778,18.619661,18.270931,18.270323,18.275421
1237655469136347298,229.67500402,1.98071201,19.160458,25.433653,25.074144,18.006678,22.989422
1237655469136347306,229.69371463,1.98683624,19.818668,18.814365,18.456371,18.44886,18.502529
1237655469136347317,229.66172795,1.97567447,19.936747,18.910133,18.499207,18.573786,18.590004
1237655469136347327,229.65512326,1.97327548,19.997324,19.029243,18.639175,18.643354,18.675497
1237651736852496539,229.74810758,2.03545769,16.656725,15.067532,14.296082,13.861726,13.845278
1237651736852496557,229.7528914,2.11175622,17.985596,16.795576,16.340145,16.184973,16.148767
1237651736852496583,229.74949418,2.11141777,19.202003,18.142508,17.689945,17.525686,17.452267
1237651736852496584,229.75204439,2.062971,19.233656,18.146614,17.74081,17.581671,17.586849
1237651736852496588,229.75641893,2.08837383,19.177179,18.128717,17.685766,17.496178,17.460899
1237651736852496590,229.74509648,2.12161369,19.183765,18.165714,17.774908,17.623468,17.599903
1237651736852496592,229.74943882,2.10780541,19.178978,18.157877,17.747498,17.600187,17.615475
1237651736852496593,229.75241873,2.10631046,19.195688,18.167736,17.817472,17.688131,17.671213
1237651736852496604,229.75204355,2.08378792,19.154997,18.050474,17.922182,17.778812,17.817158
1237651736852496605,229.74681408,2.12538652,19.251934,18.292576,17.967531,17.847647,17.884649
1237651736852496612,229.745321,2.119697,19.373432,18.408756,18.084484,17.969337,18.013258
1237651736852496613,229.75470817,2.09397611,19.335205,18.335951,18.033131,17.904692,17.940567
1237651736852496620,229.7482893,2.11510321,19.380507,18.360899,18.034956,17.922241,17.939758
1237651736852496632,229.74219626,2.02424389,20.104673,19.127911,18.759428,18.66737,18.656328
1237651736852496635,229.74109465,2.0191029,22.250349,21.039852,20.393362,20.212555,20.357952
1237651736852496637,229.74300862,2.02545047,24.830717,23.765131,22.769178,21.069679,20.418167
1237651736852496639,229.74197962,2.02053001,24.49469,24.234987,22.925781,21.898733,22.253204
1237651736852496640,229.74226003,2.02311658,23.786486,23.939447,22.288534,22.33573,22.207771
1237655469136281998,229.6116837,1.96805735,16.176338,14.874812,14.285622,15.62019,12.684508
1237655469136282006,229.56203455,1.9895374,16.204819,14.941904,14.96555,15.006309,15.046129
1237655469136282037,229.60241917,1.97364839,18.704622,17.220345,16.672031,16.453859,16.384361
1237655469136282053,229.59025367,1.97311376,19.09598,17.859367,17.380707,17.152449,17.048845
1237655469136282063,229.62184594,1.96612105,19.27387,18.226181,17.831789,17.64151,17.62846
1237655469136282071,229.63284404,1.96845972,19.213282,18.206881,17.896189,17.708778,17.743223
1237655469136282078,229.61111426,1.96986343,19.30834,18.308697,17.922462,17.7171,17.819464
1237655469136282079,229.59164789,1.97688257,19.256895,18.253231,17.93564,17.747381,17.740599
1237655469136347242,229.66814611,1.97192533,16.718559,14.9234,14.315974,16.874458,13.747722
1237655469136347246,229.65704382,1.96516512,16.571018,15.319159,15.042368,14.925344,14.880987
1237655469136347274,229.68058239,1.97277385,19.412962,18.424635,18.063587,18.034279,18.106255
1237655469136347275,229.67258363,1.97251867,19.494896,18.530416,18.163719,18.088243,18.142239
1237655469136347277,229.64849053,1.96387841,19.544247,18.474943,18.110188,18.084044,18.072329
1237655469136347283,229.66607345,1.9718794,19.594297,18.601929,18.232449,18.304991,18.368221
1237655469136347284,229.68362281,1.9756249,19.533642,18.562933,18.205832,18.210566,18.258652
1237655469136347285,229.65262748,1.96338986,19.67551,18.671917,18.29722,18.28163,18.287256
1237655469136347291,229.70217017,1.98393415,19.641888,18.622313,18.258411,18.239565,18.294125
1237655469136347300,229.6819032,1.9717982,19.805292,18.825644,18.492252,18.484488,18.570442
1237655469136347303,229.64818544,1.96301217,19.826586,18.840414,18.484812,18.461103,18.529247
1237655469136347304,229.70737813,1.98359601,19.703918,18.756485,18.255648,19.571671,18.319424
1237655469136347305,229.67176741,1.973084,19.909597,21.026487,19.610582,19.053875,22.82663
1237655469136347311,229.68726151,1.97367491,19.869678,18.91552,18.53376,18.57723,18.573647
1237655469136347319,229.66240895,1.96665248,20.056549,19.923122,18.920406,18.758604,18.64189
1237655469136347324,229.66586847,1.96691519,19.939251,18.992525,18.609655,18.632233,18.512543
