objid,ra,dec,u,g,r,i,z
1237673472567476344,72.10891021,10.94264921,20.521343,18.682817,17.836184,17.491312,17.218426
1237673472567476354,72.12107996,10.92995056,20.903572,20.347874,19.656279,24.361795,19.212488
1237673472567476359,72.10355781,10.93837745,21.829138,19.34082,18.332954,18.019535,17.749369
1237673472567476300,72.12074331,10.92576548,15.381651,15.945114,15.965212,15.369026,12.647307
1237673472567476304,72.11374617,10.92072609,14.373363,14.948828,14.651486,14.105681,12.591872
1237673472567476310,72.12745845,10.93525296,24.634649,16.448366,15.3153,14.799308,14.552539
1237673472567476316,72.10259795,10.92895581,18.640862,16.830259,16.068289,15.741772,15.453108
1237673472567476330,72.11015277,10.95511605,19.863939,18.080624,17.230232,16.85582,16.607113
1237673472567476308,72.14090704,10.93129926,17.484833,15.474131,14.524287,15.38588,13.891694
1237673472567476314,72.14187118,10.92134722,17.79195,16.260052,15.579772,15.280571,15.111128
1237673472567476321,72.09000345,10.94009028,21.210283,18.538382,17.044317,15.864546,15.188444
1237673472567476329,72.12613737,10.96205574,19.842821,17.93856,17.055128,16.622028,16.381895
1237673472567476339,72.08626577,10.93874692,20.0672,18.392246,17.550085,17.198835,16.94355
1237673472567476346,72.14907947,10.93415499,20.087528,18.595606,17.856283,17.60832,17.247879
1237673472567476361,72.09399946,10.91743054,24.896282,22.331388,19.877172,18.240463,17.313347
1237673451093098519,72.12797729,10.98386686,16.704304,15.024046,14.916215,14.950678,13.602907
1237673451093098531,72.132936,10.9807448,21.893787,19.90801,18.306845,17.094072,16.378378
1237673451093098542,72.135542,10.97817879,21.212994,19.280598,18.547592,18.213491,18.018456
1237673472567476302,72.0900449,10.90554999,17.121485,14.99508,15.196902,15.787569,13.236425
1237673472567476312,72.15103871,10.93908007,17.381403,15.907499,15.156793,14.81487,14.602886
1237673472567476324,72.14917148,10.97013062,21.098385,18.079248,16.563555,15.950888,15.53999
1237673472567476327,72.11585222,10.89256306,22.28857,18.902477,17.255423,16.601498,16.263735
1237673472567476336,72.13547463,10.90471874,20.331844,18.416075,17.556355,17.203535,16.985847
1237673472567476338,72.07567822,10.9092118,20.748144,18.534143,17.584764,17.204746,16.928364
1237673472567476345,72.099208,10.89231455,24.193117,20.367167,18.592766,17.317505,16.572449
1237673472567476351,72.14027432,10.90115496,22.967268,19.927662,18.501175,17.880959,17.515209
1237673472567476355,72.14715127,10.94887402,24.634686,25.114393,24.802046,18.520298,22.826918
1237673472567476363,72.14642312,10.96176927,24.942968,20.280264,18.767696,18.162226,17.691401
1237673472567476422,72.15635561,10.92598424,15.766121,13.229187,12.467424,12.208367,13.004764
1237673472567476423,72.1539253,10.92578338,25.081703,24.072147,23.213385,21.439291,22.917356
1237673472567476424,72.1607584,10.92740021,24.940962,23.715164,23.101969,22.119497,20.89563
1237673472567476425,72.15625338,10.92945491,24.534348,22.784744,25.095753,22.131416,22.118177
1237673472567476646,72.15217599,10.92281658,23.274096,20.155851,18.668962,18.000975,17.550514
1237673472567476853,72.1585937,10.93083817,21.935923,26.403269,27.78591,26.398088,22.581964
1237673472567476926,72.07060507,10.92533857,24.687651,22.527098,21.256857,20.594473,20.31266
1237673472567476927,72.07043703,10.92454276,24.07616,24.170895,22.54273,22.611982,22.105726
1237673472567476965,72.12975709,10.89479937,22.788525,21.475647,20.77969,20.349775,20.10116
1237673472567477365,72.16112277,10.92475209,25.111345,25.448626,24.257967,22.4307,20.948303
1237673472567477370,72.16210345,10.93023894,25.720837,25.473881,24.78945,22.234739,20.375895
1237673451093098524,72.10671163,10.99573248,19.384508,17.078564,16.016033,15.587037,15.337285
1237673451093098538,72.12605566,10.98818734,20.954733,19.131128,18.362926,18.002394,17.746733
1237673451093098544,72.11300323,10.98647905,21.492796,19.449511,18.5436,18.121443,17.935753
1237673451093098550,72.12205336,10.99541911,23.040113,21.221857,19.56646,18.878242,18.532021
1237673472567411169,72.07473283,10.88952549,22.613201,20.017414,18.701639,18.15633,17.771875
1237673472567411175,72.06163164,10.90920199,20.881891,18.013485,16.495445,15.793978,15.346825
