objid,ra,dec,u,g,r,i,z
1237646587176550890,88.43597123,0.40855597,18.473467,16.697479,15.720933,15.249815,14.874667
1237646587176550867,88.432219,0.41031568,18.971357,17.112211,16.082432,15.600675,15.211254
1237646587176550888,88.44130426,0.4098778,15.267192,11.824697,11.41934,11.145102,11.17326
1237646587176550889,88.43418992,0.40635933,16.926325,15.138908,15.047823,17.549173,13.397416
1237646587176550866,88.43146677,0.41193651,19.048244,17.206676,16.143908,15.643815,15.213124
1237646587176550891,88.44294411,0.41256654,20.33238,18.313799,17.391336,16.95281,16.632275
1237646587176550906,88.44046585,0.41688765,20.793264,18.438248,17.190689,16.626446,16.172756
1237646587176550908,88.4416065,0.41813969,24.710003,22.057652,20.583672,19.780552,19.363043
1237646587176551374,88.43274512,0.40298783,20.939919,18.50304,17.23954,16.668579,16.189837
1237646587176551564,88.44290678,0.40267666,22.98472,20.226818,18.527832,17.791349,17.236917
1237646587176551658,88.42864255,0.40867756,21.916706,20.402851,19.390551,18.961014,18.36747
1237646587176550530,88.43014629,0.4183343,14.889404,15.45478,14.690718,15.450037,13.523013
1237646587176550532,88.42631444,0.41295141,16.978685,15.193174,14.262253,17.955139,13.462735
1237646587176550872,88.43239123,0.39911538,16.109211,17.478477,14.970282,12.922492,12.731623
1237646587176550893,88.44744828,0.4112895,24.638897,22.819595,21.591129,20.805576,20.440451
1237646587176550895,88.44696837,0.40746241,25.030607,24.954582,24.620205,22.559526,22.428089
1237646587176550896,88.4468645,0.41016217,24.513115,24.623043,23.151661,22.128614,22.259636
1237646587176550905,88.43911812,0.42010182,17.848213,15.405585,14.570645,16.918747,12.890438
1237646587176550907,88.43911703,0.41918874,23.316454,25.114584,24.802319,24.361975,20.035343
1237646587176550909,88.44122931,0.418473,23.475887,22.118793,21.120756,20.49822,20.085131
1237646587176551388,88.43546114,0.39499942,20.681089,18.898643,17.837618,17.300734,16.884195
1237646587176551659,88.42734064,0.40791618,26.12837,25.059399,23.517521,23.358353,20.12056
1237646587176551987,88.44018899,0.42455367,25.428061,23.549992,21.90379,20.038418,19.055553
1237646587176552330,88.4436868,0.42295856,24.520939,23.925085,23.000759,21.240499,20.495224
1237646587176552331,88.44259818,0.42243094,24.493666,24.972462,24.124668,21.539305,20.218056
1237646587176550533,88.42233757,0.40769996,17.125708,15.341034,14.398594,17.789915,13.596953
1237646587176550547,88.42039789,0.4063321,17.502739,15.762809,14.845028,18.143503,14.061138
1237646587176550567,88.42695989,0.42171961,19.201876,16.905262,15.640243,16.539112,14.588393
1237646587176550586,88.43302871,0.42555188,22.123632,19.535646,17.827787,16.883341,16.176008
1237646587176550589,88.42491526,0.39613837,20.993692,18.638897,17.373875,16.749548,16.282515
1237646587176550614,88.42527193,0.39391088,23.213789,20.828283,18.971544,18.11871,17.503719
1237646587176550619,88.43049677,0.39145676,24.426512,21.052107,19.147469,18.247786,17.622616
1237646587176550962,88.445119,0.39308648,17.009933,15.305698,14.443474,14.301985,13.723024
1237646587176550963,88.44750829,0.3914882,25.195953,24.128435,21.366783,20.100521,19.467176
1237646587176550964,88.44881648,0.39392785,25.703983,24.597866,22.789345,20.934486,19.963478
1237646587176550965,88.44714599,0.39500224,25.091938,24.95191,24.725197,21.979219,21.7973
1237646587176550966,88.44830587,0.39461024,22.597631,24.871614,25.126179,24.325821,22.528866
1237646587176550989,88.45513917,0.41487637,25.170719,22.231508,20.143549,18.779402,17.994869
1237646587176550995,88.45454811,0.41596962,25.477356,25.304661,24.690876,22.017141,22.987244
1237646587176551342,88.42448234,0.41806389,19.901941,17.89963,16.728308,16.173059,15.715384
1237646587176551406,88.44081796,0.39073019,19.515785,17.384258,16.239193,15.69416,15.278749
1237646587176551439,88.451787,0.39925065,20.7838,18.895267,17.877478,17.386074,16.979031
1237646587176551542,88.42059843,0.42192401,24.236059,21.275639,19.311085,18.401287,17.642723
1237646587176551575,88.45337367,0.40194887,22.002035,20.277945,19.328722,18.855232,18.480885
1237646587176551576,88.45367472,0.40071322,25.608438,21.95344,21.011179,20.467724,20.106709
1237646587176551662,88.45432259,0.40591428,22.342531,20.593498,19.61994,19.112171,18.764036
1237646587176551976,88.43660097,0.39013538,24.778736,23.112761,21.396994,20.646353,20.144049
1237646587176552002,88.44684764,0.39682643,24.891005,23.138668,21.392883,20.363754,19.625061
1237646587176552154,88.42046709,0.41660165,23.878756,23.659828,21.406954,20.217079,18.831322
1237646587176552184,88.45440378,0.41985856,24.650114,24.256189,22.538715,21.722082,21.033991
1237646587176552338,88.45270546,0.41524128,25.820843,25.148689,23.365755,22.037191,21.203712
1237646587176615956,88.45877838,0.41374309,17.064365,15.307789,14.429631,19.468109,13.697718
1237646587176550536,88.41249313,0.41912406,17.444778,15.592779,14.579473,18.083759,13.678581
1237646587176550537,88.43500359,0.38364341,16.684452,15.547312,15.147823,15.93591,13.30604
1237646587176550549,88.41656729,0.39086895,17.820997,15.976884,14.986879,19.070597,14.10179
1237646587176550554,88.4132677,0.40600142,18.516487,16.671057,15.634576,15.100261,14.706611
1237646587176550555,88.41737884,0.39739365,17.934481,16.127409,15.128195,17.645443,14.2534
1237646587176550565,88.41162108,0.42303278,18.541157,16.61027,15.45696,17.825462,14.443795
1237646587176550582,88.430109,0.38651133,21.532269,18.88184,17.372187,16.631388,16.072481
1237646587176550587,88.43829492,0.38309503,20.978474,18.697168,17.478014,16.898594,16.469898
1237646587176550598,88.40583043,0.40818215,24.018595,21.277506,18.504534,17.516745,17.028336
1237646587176550602,88.4398778,0.38721963,23.052069,19.517094,18.01092,17.344587,16.854921
1237646587176550620,88.40798874,0.42315652,23.80368,20.391548,18.853127,18.128277,17.461611
1237646587176550622,88.42305603,0.38382639,24.290865,20.440691,18.765549,17.810987,17.187107
1237646587176550971,88.44986899,0.38031072,16.961388,15.220049,15.067599,14.077589,13.5428
1237646587176551325,88.41605938,0.42375461,22.506115,19.824287,18.275692,17.542389,16.911732
1237646587176551425,88.44633077,0.38574639,20.317684,18.142433,17.004044,16.411299,15.983899
1237646587176551443,88.45200248,0.38507182,22.180824,20.05464,18.889938,18.354876,17.912237
1237646587176551453,88.45530831,0.42510897,21.426277,19.312044,18.166504,17.63731,17.173573
1237646587176551566,88.44340801,0.37973307,23.522579,20.592827,18.795223,17.97678,17.354113
1237646587176551582,88.45584139,0.38506644,22.075796,20.085867,18.926392,18.427599,18.015993
1237646587176551990,88.4419219,0.38190606,24.140182,22.74869,20.903641,19.978252,19.305857
1237646587176552021,88.45118526,0.3903969,25.416952,23.40567,22.208258,21.864094,21.683182
1237646587176552182,88.45370138,0.38891936,25.129944,23.981379,22.058317,21.141079,21.142776
1237646587176552183,88.45414462,0.39125957,24.39658,24.16622,21.693319,20.09852,19.416204
1237646587176552345,88.45503708,0.39478746,25.835829,24.783693,22.935966,21.650423,20.96303
1237646587176615957,88.46061405,0.41418141,16.993895,15.637163,14.557815,13.716323,10.947691
1237646587176615958,88.4587932,0.41783239,25.030985,21.087788,19.293495,18.416878,17.612572
1237646587176615959,88.46385413,0.41503466,24.142424,22.404999,21.604977,21.125929,20.200724
1237646587176615960,88.4619866,0.41045908,22.72781,21.394556,20.428865,19.797962,19.287231
1237646587176615967,88.45960538,0.42289562,16.697418,15.021864,13.568502,17.175529,13.54078
