objid,ra,dec,u,g,r,i,z
1237679028109050117,323.36422068,-0.84464896,24.634695,15.894339,14.107446,15.057173,13.99466
1237679028109115497,323.37859373,-0.85046554,16.832304,14.680809,13.760999,14.546808,13.111776
1237679028109115505,323.38917102,-0.84605707,16.492294,14.560167,13.776297,14.425004,13.22981
1237679028109115510,323.37929999,-0.85227808,16.971144,15.059221,14.178648,13.706626,13.57599
1237649940446576963,323.31172846,-0.83565037,17.207582,15.291814,14.450613,14.098741,13.904447
1237649940446576980,323.31071336,-0.83665387,18.356926,16.866947,16.160133,15.920885,15.742216
1237649940446576993,323.31118554,-0.82503312,17.527046,16.56529,16.957703,17.161797,17.404959
1237649940446576997,323.31072538,-0.81483427,17.791239,17.588654,24.802057,24.361834,22.826933
1237649940446577011,323.30964413,-0.83165908,18.603439,25.114389,24.80204,24.361814,17.652218
1237660007311147106,323.40280911,-0.85166154,16.665518,14.34373,15.161096,14.658875,12.412677
1237660007311147109,323.39615135,-0.8526765,17.010965,15.096272,14.284595,13.918827,13.75774
1237660007311147110,323.3930012,-0.85793381,16.615137,14.488368,14.461262,14.825678,12.90433
1237660007311147124,323.39433526,-0.84310341,17.653584,16.082062,15.365675,15.058556,14.981681
1237660007311147145,323.39929414,-0.8428391,17.721483,16.329615,16.980249,24.361797,22.826897
1237660007311147151,323.39547149,-0.84101373,17.535334,25.114395,24.802044,24.361813,22.826918
1237660007311147158,323.39524996,-0.86058366,17.769588,25.114403,24.802042,24.361813,22.826918
1237666647868834059,323.32179728,-0.80476561,16.733875,14.173379,13.318456,13.752224,12.361014
1237666647868834060,323.32460849,-0.80552186,16.85062,14.545403,13.62103,13.169287,12.933676
1237666647868834062,323.31339981,-0.81173456,15.898384,14.655317,13.905534,13.475321,12.869319
1237666647868834064,323.32379479,-0.79094647,16.8487,14.048089,13.832064,13.981441,12.051993
1237666647868834082,323.32594161,-0.80358769,17.734663,16.015333,15.34955,14.992852,14.838266
1237666647868834084,323.31735382,-0.80900218,17.814636,16.125273,15.473449,15.137522,15.002666
1237666647868834085,323.32051635,-0.80193076,17.862759,16.291079,15.659213,15.301446,15.131672
1237666647868834091,323.32412464,-0.79287483,17.960684,16.407925,15.714828,15.381763,15.297664
1237666647868834101,323.32286755,-0.79212138,18.32906,16.701792,17.501205,16.339806,15.647057
1237666647868834117,323.31348958,-0.79980399,18.36434,16.866871,16.241776,15.9734,15.82557
1237679028109050105,323.31338131,-0.83103556,16.513428,14.328207,13.266092,13.856711,12.705645
1237679028109050126,323.33119575,-0.85094835,16.802347,14.738857,13.759973,13.756907,13.195021
1237679028109050127,323.35591407,-0.87135719,16.405743,14.739843,13.909164,13.694765,13.459182
1237679028109115479,323.39973878,-0.82289145,16.731945,14.302594,13.295451,15.570832,12.617979
1237679028109115484,323.37901101,-0.87095733,16.637436,14.329509,13.386313,15.1464,12.730541
1237679028109115498,323.41031499,-0.84062204,16.638103,14.615068,13.759823,14.745677,13.173585
1237649940446576982,323.30587458,-0.82978927,17.526073,16.225214,16.362373,16.489481,16.464521
1237649940446576985,323.3001686,-0.83572648,17.40391,16.208578,16.4704,16.673561,16.902683
1237649940446576992,323.30281103,-0.83398736,19.531816,17.592594,16.627476,16.314245,16.177935
1237660007311147105,323.42449042,-0.86111763,14.06055,14.321706,14.406986,13.890119,12.652391
1237660007311147118,323.41005258,-0.87094729,14.247584,14.818837,14.519836,14.372371,13.097759
1237660007311147126,323.41330609,-0.85039035,18.110714,16.373081,15.58129,15.298213,15.273254
1237660007311147143,323.42268387,-0.84497283,24.634663,17.517984,16.393538,16.122421,22.826897
1237660007311147146,323.40042096,-0.88320382,17.295898,16.207247,16.371838,16.526295,16.65383
1237660007311147161,323.41463269,-0.85444179,18.551744,17.265278,16.657831,16.377718,16.282974
1237663443286229343,323.2970774,-0.84320159,17.391497,15.63663,14.905556,14.618804,14.400678
1237663443286229361,323.30170106,-0.85407142,19.543753,18.216898,17.737469,17.547142,17.348032
1237663443286229370,323.29573648,-0.85136706,20.140638,19.127363,19.136246,19.596945,18.362871
1237663443286229378,323.30278369,-0.84731595,20.456207,19.188475,18.83292,18.711029,18.548843
1237663443286229381,323.30235619,-0.86036848,20.404312,19.387735,19.110104,18.870968,18.791193
1237663443286229410,323.29944067,-0.84684773,21.157429,19.763147,19.526213,19.453585,19.273388
1237663525428592672,323.42472711,-0.80470828,17.269291,15.347067,14.543235,14.220704,14.009118
1237663525428592675,323.42535361,-0.81987432,17.145103,15.664524,15.0298,14.754774,14.591071
1237663525428592685,323.43081152,-0.81900644,17.509357,16.621096,16.904303,17.095314,17.233177
1237663525428592688,323.43355569,-0.81236289,18.581394,17.070486,16.488775,16.220823,16.089441
1237663525428592693,323.42565012,-0.81536383,17.720011,17.28134,17.944597,19.718063,22.826902
1237663525428592696,323.42489074,-0.80369585,19.203722,17.877052,17.178961,17.236021,16.876295
1237663525428592728,323.42509453,-0.79197376,24.634686,20.496992,19.952089,20.439417,19.088163
1237666406815825980,323.43120531,-0.84703748,17.000317,14.885481,14.372851,15.190054,13.445411
1237666406815826014,323.4288688,-0.84788486,19.874702,25.114376,18.46513,18.227589,17.716642
1237666406815826020,323.42744666,-0.84022802,20.408264,19.139282,18.783901,18.579975,18.469934
1237666406815826039,323.42670303,-0.85631755,20.534239,19.606243,19.431513,19.321596,19.607681
1237666647868834073,323.31979222,-0.7844274,17.31661,15.421355,14.685799,14.332562,14.165913
1237666647868834074,323.31339424,-0.77048519,17.31929,15.46823,14.7301,14.40844,14.24791
1237666647868834076,323.31895466,-0.76827245,17.359249,15.562976,14.862008,14.544484,14.378197
1237666647868834077,323.32628481,-0.77626274,17.005163,15.396943,14.774931,14.482275,14.348769
1237666647868834116,323.31833803,-0.78069835,17.802517,17.398134,24.80204,24.361809,22.826912
1237678882078261586,323.29237356,-0.81169593,16.422962,14.881418,14.069481,15.02389,14.24037
1237678882078261597,323.29885177,-0.80831614,17.932367,16.492645,15.825261,15.51217,15.40318
1237678882078261599,323.29702154,-0.79603289,18.286629,16.870094,16.231733,15.93751,16.622881
1237678882078261600,323.30331731,-0.79679134,18.331507,16.827909,16.289192,15.973433,15.869731
1237678882078261605,323.30334857,-0.81561094,18.026426,18.042309,24.802,24.361816,22.826883
1237678882078261609,323.30470206,-0.79520871,20.389866,18.385284,16.982706,16.695185,17.620565
1237678882078261623,323.29862107,-0.7991304,19.415966,18.094276,17.607042,17.334969,17.31422
1237678882078261626,323.30017066,-0.81254041,19.737148,18.382627,17.870438,17.586889,17.59038
