objid,ra,dec,u,g,r,i,z
1237671262272291015,132.82990565,11.79850953,15.879395,15.308054,15.304744,14.451115,14.052575
1237671262272290995,132.82122082,11.80447868,16.411293,14.049132,13.201079,12.244252,12.140754
1237671125370339704,132.83285709,11.81043423,19.47081,17.40176,16.582127,16.259684,16.132389
1237671125370339708,132.82102708,11.80742424,20.72187,18.360512,17.060156,16.261395,16.046274
1237671125370339726,132.82109998,11.80856812,22.191448,20.233904,18.890099,17.640774,17.283813
1237671262272291005,132.81541941,11.80435817,16.09651,14.921554,15.723275,14.471902,14.460925
1237671125370339715,132.8186254,11.81669801,23.01458,18.78157,17.406864,16.816387,16.528364
1237671262272290965,132.83292672,11.78343167,14.833886,14.733514,14.521434,13.956021,13.902066
1237671262272290971,132.8114812,11.789989,15.292652,15.529386,15.330235,14.743969,13.851398
1237671262272290973,132.8143448,11.7920623,15.528183,14.991159,14.727201,14.443809,13.869111
1237671262272290992,132.82225662,11.78350167,15.645454,15.384191,15.414612,14.919827,13.889144
1237671262272291024,132.82785246,11.7840817,15.676613,15.350418,14.638778,14.292413,14.303521
1237671262272291036,132.82388119,11.7818534,18.662382,16.336363,15.398382,15.083701,14.911514
1237671125370339645,132.83007919,11.82342005,15.303771,14.073968,13.710446,14.900635,13.560321
1237671125370339649,132.80090243,11.80963333,15.37437,14.126734,13.748698,14.795004,13.611372
1237671125370339654,132.812677,11.82251907,15.641706,14.375529,13.977586,14.431684,13.827787
1237671125370339660,132.82722615,11.82262365,14.835235,14.454338,14.156995,15.01546,13.0733
1237671125370339663,132.8454457,11.8137063,14.692811,14.405631,14.014204,14.711029,13.032507
1237671125370339675,132.8001828,11.80743098,16.667759,15.187357,14.675533,14.523713,14.473685
1237671125370339683,132.84005746,11.81734565,17.183876,15.587357,15.013444,14.819729,14.702722
1237671125370339686,132.81170287,11.81663845,17.480194,15.756225,15.141994,14.921288,14.846815
1237671125370339709,132.81092513,11.81395176,22.083204,18.103489,16.923637,16.443747,16.197401
1237671125370339712,132.81250891,11.81455678,22.298233,18.391592,17.143124,16.546907,16.229095
1237671262272290954,132.84917278,11.78779436,15.874033,15.93889,15.26193,14.635251,13.470714
1237671262272290962,132.84499233,11.80047765,15.75631,13.703258,13.506081,12.478303,12.25265
1237671262272290974,132.83383353,11.7782493,15.360641,15.292692,15.054476,16.059441,13.51777
1237671262272290980,132.85034234,11.8060735,15.291253,14.699327,15.626067,14.632229,13.368469
1237671262272290985,132.84696968,11.80736404,16.553215,14.948784,16.212259,14.070281,13.939571
1237671262272291037,132.84223039,11.80775165,18.047398,16.111679,15.442019,15.160347,14.988964
1237670964308476200,132.80108692,11.77252372,15.128141,13.823251,14.568507,14.181842,13.343431
1237670964308476264,132.80088492,11.78744623,17.145071,15.51454,14.883624,14.67964,14.630992
1237671125370339637,132.82391181,11.83487232,14.971791,13.752716,13.61179,15.875669,13.263697
1237671125370339642,132.79847007,11.81403035,15.273822,13.99122,13.622008,15.476391,13.480979
1237671125370339648,132.78857033,11.80584666,15.053981,14.461246,14.060143,14.872921,13.317756
1237671125370339651,132.78717199,11.81051502,15.770356,14.3084,13.789037,15.227779,13.577209
1237671125370339657,132.82920699,11.8349116,14.679866,14.699343,14.347025,15.016798,12.947761
1237671125370339658,132.82606674,11.83878136,15.847975,14.573423,14.1428,14.02656,13.899259
1237671125370339661,132.8071461,11.83302205,15.688664,14.517287,14.176568,14.050509,14.036996
1237671125370339678,132.82073174,11.83592892,14.816254,14.415535,13.960016,15.120225,13.163173
1237671125370339687,132.82737529,11.8371939,18.259626,16.159781,15.259979,15.075108,14.814967
1237671125370339691,132.83201114,11.8275165,17.812563,16.08753,15.43882,15.278814,15.088159
1237671125370339694,132.79539328,11.81637047,18.805584,16.567141,15.612528,15.262662,15.084718
1237671125370339695,132.82023502,11.82740954,19.122093,16.844368,15.805979,15.525828,15.179799
1237671262272290967,132.85021519,11.78656221,15.959252,14.751471,14.938006,14.851831,14.28102
1237671262272290972,132.82006442,11.76156809,16.385601,14.839612,16.031771,14.075072,14.121976
1237671262272290979,132.85527373,11.80376239,16.466137,14.938869,16.066721,14.239772,14.18909
1237671262272290981,132.82495237,11.76504747,15.308493,15.182764,14.839181,14.54924,13.53931
1237671262272290983,132.83841357,11.76463813,15.547465,15.047214,14.916422,14.350102,14.399255
1237671262272290984,132.82231888,11.76754952,15.865376,15.045643,15.887042,14.923255,14.085818
1237671262272290991,132.83570749,11.77120979,15.511354,15.689297,15.148578,14.970737,13.855247
1237671262272290993,132.83561214,11.76801015,15.671028,15.677148,15.640428,15.358257,14.075912
1237671262272290999,132.85350045,11.80111058,16.415045,14.951717,16.467356,14.22473,14.146941
1237671262272291003,132.83469115,11.76456683,15.660829,15.561153,15.592805,15.08761,13.768133
1237671262272291007,132.84186137,11.77804218,15.677719,15.628886,15.433075,15.865046,13.834396
1237671262272291009,132.85047906,11.78593281,15.86573,15.743608,15.770968,14.861429,13.924959
1237671262272291012,132.85569691,11.79283933,14.996976,15.151597,15.39677,14.35809,13.628949
1237671262272291019,132.83982654,11.7683788,16.383497,14.9095,13.933187,13.280525,13.262586
1237671262272291022,132.86371481,11.79248859,16.293686,15.135561,15.953135,14.748442,14.765097
1237671262272291023,132.85132076,11.79123399,17.184803,15.630217,16.065052,14.960185,14.834903
1237671262272291653,132.84643791,11.77325625,23.948349,21.696447,20.072712,18.793644,17.954605
1237670964308476198,132.78490526,11.78669356,15.459134,14.890396,14.574619,14.435172,12.812129
