objid,ra,dec,u,g,r,i,z
1237665328788668858,211.4289259,28.52090953,21.417856,20.223633,20.006954,19.95647,20.014887
1237665328788668857,211.43066442,28.52236157,20.502142,19.527252,19.203533,19.086699,19.126114
1237665328788668859,211.43054595,28.52008578,22.480139,21.71463,21.275827,20.827438,20.570047
1237665328788668861,211.43086934,28.51835844,25.212318,22.195162,21.821609,21.569933,21.685904
1237665328788669382,211.31985312,28.48723476,21.433531,20.319719,20.015657,19.97632,19.978851
1237665328788669553,211.42767605,28.51247264,21.650229,20.945162,20.567492,20.410187,20.783346
1237665328788668862,211.4328684,28.52036257,24.193682,22.380714,22.903168,22.834461,22.72117
1237665328788669554,211.42935247,28.51049178,23.152683,21.293692,21.063408,20.990702,20.810503
1237665328788669555,211.42948267,28.5116207,24.287031,22.241943,22.028574,21.551804,22.217319
1237665328788669560,211.43441967,28.53060651,22.303995,21.008144,20.735231,20.6994,20.507252
1237665328788733965,211.43491655,28.52575558,22.008018,24.116871,23.421223,21.078449,21.842381
1237665328788734234,211.43343562,28.51554373,21.132442,19.974907,19.788839,19.725842,19.717152
1237665328788734237,211.43293945,28.51642241,22.30073,21.527376,20.9958,21.042776,22.289064
1237665328788669005,211.29990382,28.49970786,20.684078,19.788715,19.561577,19.455473,19.348881
1237665328788669380,211.31564957,28.48336694,24.73757,24.531008,24.026974,23.494394,22.096451
1237665328788669742,211.30793318,28.4928777,23.010521,21.872902,21.384029,21.152824,21.318893
1237665328788669840,211.40305837,28.59138287,22.822903,21.701685,21.296888,21.153368,21.138569
1237665328788669857,211.41704624,28.58151519,23.463415,21.817169,21.532366,21.156717,21.943525
1237665328788733957,211.43551476,28.52040787,16.926426,15.099355,14.301307,13.974545,13.797134
1237665328788733968,211.43672856,28.52711776,23.803425,22.20949,21.49534,21.726219,21.467884
1237665328788733974,211.43651649,28.52508246,24.223539,22.100687,21.677691,21.700552,22.105726
1237665328788733981,211.43791949,28.52498928,24.45645,23.190552,22.212257,22.088488,21.223705
1237665328788734022,211.42907056,28.50558741,21.122509,20.106079,19.919977,19.881454,20.048296
1237665328788734032,211.42858177,28.50087721,23.573339,21.841707,21.619587,21.408039,20.813654
1237665328788734538,211.43077401,28.50908685,23.841986,22.724422,22.056549,22.087746,22.993483
1237665328788668805,211.38786412,28.59932814,21.0158,20.143934,19.880749,20.043921,20.001291
1237665328788668806,211.39953832,28.59480622,21.337101,20.262428,20.025337,19.987867,19.868711
1237665328788668814,211.38898755,28.59779174,22.420412,21.681622,21.373571,21.32996,22.67701
1237665328788669379,211.31476189,28.48271847,21.915144,23.547173,22.795435,23.757437,22.43606
1237665328788669551,211.43771438,28.5498329,21.640026,20.558376,20.404387,20.241283,20.274841
1237665328788733958,211.44127641,28.5295849,17.909645,16.480946,15.847504,15.584027,15.462746
1237665328788733960,211.43680466,28.51650325,20.543982,19.479601,19.159733,19.077984,19.001192
1237665328788733962,211.44098364,28.52608611,20.913908,20.018305,19.756371,19.711754,19.780478
1237665328788733964,211.43829701,28.51567388,21.332148,20.361074,20.150879,21.427319,20.259741
1237665328788733970,211.43954542,28.5265673,23.873991,21.861324,21.42737,21.498676,21.824774
1237665328788733975,211.43991397,28.52217291,23.51581,24.325422,21.983967,24.365065,22.224682
1237665328788733977,211.44115205,28.52710746,25.236382,22.357239,21.923481,21.833828,22.273222
1237665328788733980,211.43879164,28.51386246,24.228392,22.641354,23.45186,21.830034,22.893412
1237665328788733982,211.43973056,28.52403361,24.577042,23.297918,22.192228,22.148684,22.46796
1237665328788733984,211.43753852,28.51809545,24.658783,25.408228,22.508047,22.867197,22.630348
1237665328788733995,211.44040489,28.54531929,19.868958,18.706692,18.220919,18.058163,17.965168
1237665328788734008,211.44060684,28.54228093,24.873644,22.149456,21.850327,21.889565,22.322851
1237665328788734015,211.42773254,28.49837817,19.594776,18.426289,17.93339,17.760563,17.674767
1237665328788734019,211.42705452,28.49558496,21.006985,20.256674,20.079906,22.42481,19.867142
1237665328788734029,211.42965718,28.4985854,23.734644,21.365458,21.009439,20.9886,21.91135
1237665328788734040,211.42764805,28.49455134,24.066776,22.355728,21.875917,21.62011,21.797768
1237665328788734045,211.43179947,28.50238532,24.651667,23.103968,22.673269,22.493876,21.784815
1237665328788734235,211.43506668,28.50965871,20.911381,20.048567,19.756718,19.725027,19.559002
1237665328788734558,211.44203024,28.54046884,23.783319,22.636003,23.459703,23.372274,22.364931
1237665328788735677,211.43352784,28.50721091,23.679956,23.104771,22.500597,22.875601,23.477917
1237665328788668802,211.38662065,28.60294635,23.333738,19.748917,18.446367,17.781837,17.4048
1237665328788668807,211.39652006,28.59940306,21.549395,20.686596,20.224209,24.362169,20.139021
1237665328788668813,211.39748644,28.59773246,24.965948,21.925009,21.6766,21.080154,21.489166
1237665328788668816,211.39142871,28.60089131,23.33683,21.71142,21.876434,21.608234,22.830919
1237665328788668817,211.39066853,28.60035653,23.519169,21.930964,21.692446,21.651981,21.325972
1237665328788668821,211.39364879,28.60064069,23.557217,22.97226,21.983616,23.002979,22.236259
1237665328788668827,211.38758543,28.60112078,24.034756,22.366835,22.028593,22.019938,21.812326
1237665328788668831,211.39970198,28.59647442,25.208382,23.361343,22.563591,22.83773,23.038889
1237665328788669006,211.29824563,28.49118625,20.583765,19.606724,19.358202,19.214043,19.255671
1237665328788669126,211.39216079,28.46666269,19.464289,18.252701,17.747816,17.556841,17.483459
1237665328788669128,211.39457125,28.46738039,24.050962,21.54775,21.193541,20.999359,21.283026
1237665328788669137,211.420498,28.58463491,22.885447,21.439976,21.237251,21.287506,20.785154
1237665328788669138,211.42132898,28.58553508,22.486252,21.919487,21.464201,21.390123,21.651907
1237665328788669452,211.4041591,28.59506639,21.73633,21.081131,20.8787,20.795971,21.434834
1237665328788669453,211.40618221,28.59294881,23.274891,21.146202,20.77261,20.683134,21.336926
1237665328788669455,211.40550496,28.59605904,23.758453,21.681952,21.389425,21.124731,21.424482
1237665328788669456,211.40671886,28.59478239,24.033604,23.170094,21.995531,21.871367,21.938583
1237665328788669537,211.4391315,28.55594848,21.546833,20.627987,20.421474,20.342737,20.175783
1237665328788669538,211.44165775,28.5553364,24.424282,23.807302,22.181517,20.893543,20.214466
1237665328788669539,211.44029524,28.55759171,23.951269,21.87277,21.523342,21.451311,21.943422
